id,title,author,genre,Prologue,nombre d'actes,Prose/vers,"Musique, danse, machine"
335,Le Paysan magistrat ou Il y a une bonne justice,Collot d'Herbois (Jean-Marie Collot dit),comédie,,5,prose,
336,Le Père de famille,Diderot (Denis),comédie,,5,prose,
337,Le Père désabusé,Cérou (Pierre Chevalier de),comédie ,,1,prose,
338,Le Persifleur,Sauvigny (Edme-Louis Billardon de),comédie,,3,vers,
339,Le Philantrope ou l'Ami de tout le monde,Le Grand (Marc-Antoine),comédie,,1,prose,
340,Le Philinte de Molière ou la Suite du Misanthrope,Fabre d'Églantine (Philippe-François Nazaire Fabre dit),comédie,,5,vers,
341,Le Philosophe marié ou le Mari honteux de l'être,Destouches (Philippe Néricault dit),comédie,,5,vers,
342,Le Philosophe sans le savoir,Sedaine (Michel-Jean),comédie,,5,prose,
343,Le Plaisir,Marchadier (Abbé),comédie,,1,vers libres,
344,Le Port de mer,Boindin (Nicolas) ; La Motte (Antoine Houdar de),comédie,,1,prose,
345,Le Portrait ou le Danger de tout dire,Desfaucherets (Jean-Louis Brousse),comédie,,1,vers,
346,Le Préjugé à la mode,La Chaussée (Pierre-Claude Nivelle de),comédie,,5,vers,
347,Le Préjugé vaincu,Marivaux (Pierre Carlet de Chamblain de),comédie,,1,prose,
348,Le Présomptueux ou l'Heureux imaginaire ,Fabre d'Églantine (Philippe-François Nazaire Fabre dit),comédie,,5,vers,
349,Le Prix académique,Parisau (Pierre-Germain),comédie,,1,vers,
350,Le Procureur arbitre,Poisson (Philippe),comédie,,1,vers,
351,Le Quiproquo,Molé (François-René),comédie,,1,prose,
352,Le rendez-vous du mari,Murville (Pierre-Nicolas André de),comédie,,1,vers,
353,Le Rendez-vous ou l'amour supposé,Fagan (Christophe-Barthélémy Fagan de Lugny dit),comédie,,1,vers,
354,Le Retour des officiers,Dancourt (Florent Carton dit),comédie,,1,prose,x
355,Le Retour du mari,"Ségur (Joseph-Alexandre-Pierre, vicomte de)",comédie,,1,vers,
356,Le Retour imprévu,Regnard (Jean-François),comédie,,1,prose,
357,Le Réveil d'Épiménide à Paris,Flins des Oliviers,comédie,,1,vers,
358,Le Rival supposé,Saint-Foix (Germain-François Poullain de),comédie,,1,prose,
359,Le Roi de Cocagne,Le Grand (Marc-Antoine),comédie,x,3,vers libres,
360,Le Roi Léar,Ducis (Jean-François),tragédie,,5,vers,
361,Le Sage étourdi ou l'Homme inédpendant,Boissy (Louis de),comédie,,3,vers,
362,Le Satirique ou l'Homme dangereux,Palissot (Charles Palissot de Montenoy dit),comédie,,3,vers,
363,Le Séducteur,"Bièvre (François-Georges Maréchal, marquis de)",comédie ,,5,vers,
364,Le Sicilien ou l' Amour peintre,Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,,1,prose,
365,Le Siège de Calais,Belloy (Pierre-Laurent Buirette de),tragédie,,5, vers,
366,Le Somnambule,Pont-de-Vesle (Antoine de Fériol de),comédie,,1,prose,
367,Le Souper magique ou les Deux siècles,Murville (Pierre-Nicolas André de),comédie épisodique,,1,vers,x
368,Le Tambour nocturne ou le Mari devin,Destouches (Philippe Néricault dit),comédie,,5,prose,
369,Le Temps passé,Le Grand (Marc-Antoine),comédie,,1,prose,
370,Le Tombeau de Désilles,Desfontaines de La Vallée (Guillaume-François Fouques Deshayes de),pièce,,1,prose,
371,Le Tribunal de l'amour,Landon (Joseph),comédie,,1,vers libres,
372,Le Triomphe du temps,Le Grand (Marc-Antoine),comédie,,1,prose,
373,Le Triple mariage,Destouches (Philippe Néricault dit),comédie,,1,prose,
374,Le Triumvirat,Crébillon père (Prosper Jolyot de Crébillon dit),tragédie,,5,vers,
375,Le Tuteur,Dancourt (Florent Carton dit) ,comédie,,1,prose,
376,Le Tuteur amoureux,Dancourt (Florent Carton dit) ,comédie,,1,prose,
377,Le Tuteur dupé ou la Maison à deux portes,Cailhava (Jean-François Cailhava d'Estendoux dit),comédie,,5,prose,
378,Le Veuvage trompeur,La Place (Pierre-Antoine de),comédie,,3,vers,
379,Le Vieux célibataire,Collin d'Harleville (Jean-François),comédie,,5,vers,
380,Le Vieux garçon,Dubuisson (Paul-Ulric),comédie,,5,vers,
381,Le Vindicatif,Dudoyer de Gastels (Gérard),drame,,5,vers libres,
382,L'Ecole amoureuse,Bret (Antoine),comédie,,1,vers libres,
383,L'Ecole de la jeunesse ou le Retour sur soi-même,La Chaussée (Pierre-Claude Nivelle de),comédie,,5,vers,
384,L'Ecole des amis,La Chaussée (Pierre-Claude Nivelle de),comédie,,5,vers,
385,L'Ecole des bourgeois,Allainval (Léonor-Jean-Christine Soulas abbé d'),comédie,x,3,prose,
386,L'Ecole des femmes,Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,prose,
387,L'Ecole des maris,Molière (Jean-Baptiste Poquelin dit) ,comédie,,3,prose,
388,L'Ecole des mères,La Chaussée (Pierre-Claude Nivelle de),comédie,,5,vers,
389,L'Ecole des moeurs ou les Suites du libertinage,Fenouillot de Falbaire (Charles-Georges Fenouillot de Falbaire de Quingey dit),drame,,5,vers,
390,L'Ecole des pères,Piron (Alexis),comédie,,5,vers,
391,L'École des pères,Pieyre (Pierre-Alexandre),comédie,,5,vers,
392,L'Écueil des mœurs ou les courtisanes,Palissot (Charles Palissot de Montenoy dit),comédie,,3,vers,
393,L'Ecueil du sage,Voltaire (François-Marie Arouet dit ),comédie,,5,vers,
394,L'Egoïsme,Cailhava (Jean-François Cailhava d'Estendoux dit),comédie,,5,vers,
395,L'Enfant prodigue ou L'Ecole de la jeunesse,Voltaire (François-Marie Arouet dit ),comédie,,5,vers,
396,L'Entrevue,Vigée (Louis-Jean-Baptiste-Étienne),comédie,,1,vers,
397,L'épouse à la mode,La Place (Pierre-Antoine de),comédie,,3,vers,
398,L'Epoux par supercherie,Boissy (Louis de),comédie,,2,vers,
399,L'Epreuve ,Marivaux (Pierre Carlet de Chamblain de),comédie,,1,prose,
400,L'Épreuve délicate,Grouvelle (Philippe-Antoine),comédie,,3,vers,
401,L'Épreuve imprudente,Mauger,comédie,,3,vers libres,
402,L'Epreuve indiscrète,Bret (Antoine),comédie,,2,vers,
403,L'Epreuve réciproque,Le Grand (Marc-Antoine ); Alain (René),comédie,,1,prose,
404,Les Adieux du goût ,Patu (Claude-Pierre); Portelance (François de),comédie,,1,vers libres,
405,Les Amants espagnols,Beauregard (Jean-Simon Féréol Beauregard de Marseille dit),comédie ,,5,prose,
406,Les Amants généreux,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,,5,prose,
407,Les Amants sans le savoir ,Saint-Chamond (Mme de),comédie,,3,prose,
408,Les Amazones,Du boccage (Mme Fiquet du),tragédie,,5,vers,
409,Les Amazones modernes ou le Triomphe des dames,Le Grand (Marc-Antoine); Fuzelier (Louis),comédie,,3,prose,
410,Les amis à l'épreuve,Pieyre (Pierre-Alexandre),comédie,,1,vers croisés,
411,Les Arsacides,Peyraud de Beaussol ,tragédie,,6,vers,
412,Les Aveux difficiles,Vigée (Louis-Jean-Baptiste-Étienne),comédie ,,1,vers,
413,Les Barmécides,La Harpe (Jean-François de),tragédie,,5,vers,
414,Les Bourgeoises à la mode,Dancourt (Florent Carton dit) ,comédie,,5,prose,
415,Les Brames,La Harpe (Jean-François de),tragédie,,5,vers,
416,Les Carrosses d'Orléans,La Chapelle (Jean de) ,comédie,,1,prose,
417,Les Châteaux en Espagne,Collin d'Harleville (Jean-François),comédie,,5,vers,
418,Les Chérusques,Bauvin (Jean-Grégoire),tragédie,,5,vers,
419,Les Confidences réciproques,Simon (C.F.),comédie,,1,vers libres,
420,Les Coquettes rivales,Lantier (Étienne François de),comédie,,5,vers,
421,Les Coups de l'amour et de la Fortune,Quinault (Philippe),tragi-comédie,,5,vers,
422,Les Curieux de Compiègne,Dancourt (Florent Carton dit) ,comédie,,1,prose,x
423,Les Dangers de l'opinion,Laya (Jean-Louis),drame,,5,vers,
424,Les Dehors trompeurs ou l'Homme du jour,Boissy (Louis de),comédie,,5,vers,
425,Les Deux amis,Dancourt (L.H.),comédie bouffonne,,3,prose,
426,Les Deux amis ou le Négociant de Lyon,Beaumarchais (Pierre-Augustin Caron de),drame,,5,prose,
427,Les Deux frères ,Rochefort (Guillaume Dubois de Rochefort),comédie,,5,vers,
428,Les Deux frères ou la Prévention vaincue,Moissy (Alexandre-Guillaume Mouslier de),comédie,,5,vers,
429,Les Deux nièces,Boissy (Louis de),comédie,,5,vers,
430,Les Deux sœurs,Bret (Antoine),comédie,,2,prose,
431,Les Druides,Leblanc de Guillet (Antoine Blanc dit),tragédie,,5,vers,
432,Les Effets du caractère,"Du Roullet (François-Louis Gaud Lebland, marquis)",comédie,,5,vers,
433,Les engagements indiscrets,Devaux (François-Antoine),comédie,,1,prose,
434,Les Épreuves,Forgeot (Nicolas-Julien),comédie,,1,vers,
435,Les Etrennes de l’amour,Cailhava (Jean-François Cailhava d'Estendoux dit),comédie-ballet,,1,prose,x
436,"Les Etrennes de l'amitié, de l'amour et de la nature",Dorvigny (Louis-François Archambault dit),comédie,,1,vers,
437,Les Fables d'Ésope ou Ésope à la ville,Boursault (Edme ) ,comédie ,x,5,vers et vers libres,
438,Les Fâcheux,Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,x,3,vers,
439,Les Fausses apparences,Bellecour (Jean-Claude-Gilles de),comédie,,1,prose,
440,Les Fausses confidences,Marivaux (Pierre Carlet de Chamblain de),comédie,,3,vers,
441,Les Fausses infidélités,Barthe (Nicolas-Thomas),comédie,,1,vers,
442,Les Fausses présomptions ou le Jeune gouverneur,Robert,comédie,,5,vers,
443,Les Fées,Dancourt (Florent Carton dit) ,comédie,x,3,prose et vers libres,x
444,Les Femmes,Demoustier (Charles-Albert),comédie,,4,vers,
445,Les Femmes savantes,Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,
446,Les Folies amoureuses,Regnard (Jean-François),comédie,x,3,vers et vers libres,
447,Les Fourberies de Scapin,Molière (Jean-Baptiste Poquelin dit) ,comédie,,3,prose,
448,Les Grâces,Saint-Foix (Germain-François Poullain de),comédie,,1,prose,
449,Les Héraclides,Marmontel (Jean-François) ,tragédie,,5,vers,
450,Les Hommes,Saint-Foix (Germain-François Poullain de),comédie-ballet,,1,prose,
451,Les Macchabées,La Motte (Antoine Houdar de),tragédie,,5,vers,
452,Les Marins ou le Médiateur maladroit,Desforges (P-J-B),comédie,,5,vers,
453,Les Ménechmes ou les Jumeaux,Regnard (Jean-François),comédie,x,5,vers et vers libres,
454,Les Méprises,Rousseau (Pierre-Joseph),comédie,,1,vers libres,
455,Les Méprises ou le Rival par ressemblance,Palissot (Charles Palissot de Montenoy dit),comédie,,5,vers,
456,Les Moeurs du temps,Saurin (Bernard-Joseph),comédie,,1,prose,
457,Les Muses rivales ou l'Apothéose de Voltaire,La Harpe (Jean-François de),comédie,,1,vers libres,
458,Les Noces houzardes,Dorvigny (Louis-François Archambault dit),comédie,,4,prose,
459,Les Noms changés ou l'Indifférent corrigé,Brunet (Pierre Nicolas),comédie,,3,vers,
460,Les Originaux,Fagan (Christophe-Barthélémy Fagan de Lugny dit),comédie,,1,prose,
461,Les Paniers ou La vieille précieuse,Le Grand (Marc-Antoine),comédie,,1,prose,
462,Les Philosophes,Palissot (Charles Palissot de Montenoy dit),comédie,,3,vers,
463,Les Plaideurs,Racine (Jean),comédie,,5,vers,
464,Les Précieuses ridicules,Molière (Jean-Baptiste Poquelin dit) ,comédie,,1,prose,
465,Les Quatre sœurs,Lourdet de Santerre (Jean-Baptiste),comédie,,3,vers libres,
466,Les Réputations,"Bièvre (François-Georges Maréchal, marquis de)",comédie,,5,vers,
467,Les Rivaux,Imbert (Barthélémy),comédie,,5,vers,
468,Les Rivaux amis,Forgeot (Nicolas-Julien),comédie ,,1,vers,
469,Les Ruses d'Amour,Poisson (Philippe),comédie,,3,vers,
470,Les Scythes,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
471,Les Souhaits pour le Roi,Valois d'Orville (Adrien-Joseph de); Dubois,comédie,,1,vers libres,
472,Les Trois cousines,Dancourt (Florent Carton dit) ,comédie,x,3,prose,x
473,Les Trois frères rivaux,La Font (Joseph de),comédie,,1,vers,
474,Les Trois Gascons,Boindin (Nicolas) ; La Motte (Antoine Houdar de),comédie,,1,prose,
475,Les Trois noces,Dezède (Nicolas),comédie champêtre ,,1,prose,x
476,Les Troyennes,Châteaubrun (Jean-Baptiste Vivien de),tragédie,,5,vers,
477,Les Tuteurs,Palissot (Charles Palissot de Montenoy dit),comédie,,2,vers,
478,Les Vacances,Dancourt (Florent Carton dit) ,comédie,,1,prose,x
479,Les Valets maîtres de la maison ou le tour de carnaval,Rochon de Chabannes (Marc-Antoine-Jacques),comédie,,1,prose,
480,Les Vendanges de Suresnes,Dancourt (Florent Carton dit) ,comédie,,1,prose,
481,Les victimes cloîtrées,Monvel (Jacques-Marie Boutet de Monvel dit) ,drame,,4,prose,
482,Les Visites du jour de l'an,Vadé (Jean-Joseph),comédie,,1,vers libres,
483,L'Esclavage de nègres ou l'Heureux naufrage,Gouges (Olympe de),drame,,3,prose,
484,L'Esprit de contradiction,Dufresny (Charles Rivère),comédie,,1,prose,
485,L'Esprit follet ou La Dame invisible,Hauteroche (Noël Lebreton de),comédie,,5,vers,
486,L'Eté des coquettes,Dancourt (Florent Carton dit) ,comédie,,1,prose,
487,L'Étourderie,Fagan (Christophe-Barthélémy Fagan de Lugny dit),comédie,,1,prose,
488,L'Etourdi ou Les Contretemps,Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,
489,L'Heureuse rencontre,Chaumont (Mme); Rozé (Mme),comédie,,1,prose,
490,L'Heureux retour,Fagan (Christophe-Barthélémy Fagan de Lugny dit); Panard (Charles-François),comédie,,1,vers,
491,L'Homme à bonne fortune,Baron (Michel Boyron dit),comédie,,5,prose,
492,L'Homme personnel,Barthe (Nicolas-Thomas),comédie,,5,vers,
493,L'Homme singulier,Destouches (Philippe Néricault dit),comédie,,5,vers,
494,L'Honnête criminel ou l'Amour filial,Fenouillot de Falbaire (Charles-Georges Fenouillot de Falbaire de Quingey dit),drame,,5,vers,
495,L'Hôtellerie ou le faux amis,Bret (Antoine),comédie,,5,vers,
496,L'Ile déserte,Collet (Jean-Baptiste Collet de Messine dit),comédie,,1,vers,
497,L'Île sauvage,Saint-Foix (Germain-François Poullain de),comédie,,3,prose,
498,L'Impatient,Lantier (Étienne François de),comédie,,1,vers libres,
499,L'impatient,Poinsinet (Antoine-Alexandre-Henri) ,comédie,,1,vers,
500,L'Impertinent ou le Billet perdu,Desmahis (Joseph-François-Edouard de Corsembleu dit),comédie,,1,vers libres,
501,L'important de Cour,Brueys (David-Augustin de),comédie,,5,prose,
502,L'Impromptu de campagne,Poisson (Philippe),comédie,,1,vers,
503,L'inauguration du Théâtre Français,Imbert (Barthélémy),pièce,,1,vers,
504,L'inconnu,Corneille (Thomas),comédie,x,5,vers,
505,L'Inconséquent,Lantier (Étienne François de),comédie,,5,vers,
506,L'Inconséquent ou les Soubrettes,Laujon (Pierre),comédie,,5,prose,
507,L'Inconstant,Collin d'Harleville (Jean-François),comédie,,5,vers,
508,L'indécis,Dufaut,comédie,,5,vers,
509,L'Indiscret,Voltaire (François-Marie Arouet dit ),comédie,,1,vers,
510,L'Ingrat,Destouches (Philippe Néricault dit),comédie,,5,vers,
511,L'Inquiet,Fagan (Christophe-Barthélémy Fagan de Lugny dit),comédie,,1,vers,
512,L'Irrésolu,Destouches (Philippe Néricault dit),comédie,,5,vers,
513,L'Obstacle imprévu ou l'Obstacle sans obstacle,Destouches (Philippe Néricault dit),comédie,,5,prose,
514,L'Oncle et les Tantes,"La Salle (Andrien-Nicolas, marquis de)",comédie,,3,vers,
515,L'Optimiste ou l'Homme content de tout,Collin d'Harleville (Jean-François),comédie,,5,vers,
516,L'Oracle,Saint-Foix (Germain-François Poullain de),comédie,,1,prose,
517,Lorédan,Dubois-Fontanelle (Jean-Gaspard),drame,,4,vers,
518,L'Orphelin anglais ou le Menuisier de Londres,Longueil (Charles-Henri de),drame,,3,prose,
519,L'Orphelin de la Chine,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
520,"Louis XII, père du peuple",Ronsin (Charles-Philippe),tragédie,,3,vers,
521,Lovelace,Lemercier (Louis-Népomucène),comédie,,5,vers,
522,Lucrèce,Arnault (Antoine-Vincent),tragédie ,,5,vers,
523,L'Usurier gentilhomme,Le Grand (Marc-Antoine),comédie,,1,prose,
524,Macbeth,Ducis (Jean-François),tragédie,,5,vers,
525,Mahomet ou le Fanatisme,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
526,Mahomet second,"La Noue (Jean-Baptiste Sauvé, dit de)",tragédie,,5,vers,
527,"Manco Capac, premier Inca du Pérou",Leblanc de Guillet (Antoine Blanc dit),tragédie,,5,vers,
528,Manlius Capitolinus,La Fosse (Antoine de La Fosse d'Aubigny dit),tragédie,,5,vers,
529,"Marie de Brabant, reine de France",Imbert (Barthélémy),tragédie,,5,vers,
530,Marius,Caux de Montlebert (Gilles de),tragédie,,5,vers,
531,Marius à Minturnes,Arnault (Antoine-Vincent),tragédie ,,3,vers,
532,Médée,Longepierre (Hilaire-Bernard de),tragédie,,5,vers,
533,Médée,Corneille (Pierre),tragédie,,5,vers,
534,Médée,Clément (Jean-Marie-Benoît),tragédie ,,3,vers,
535,Mégare,Morand (Pierre de),tragédie,,5,vers,
536,Mélanide,La Chaussée (Pierre-Claude Nivelle de),comédie,,5,vers,
537,Melcour et Verseuil,Murville (Pierre-Nicolas André de),comédie,,1,vers,
538,Méléagre,Lemercier (Louis-Népomucène),tragédie,,5,vers,
539,Mérope,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
540,Minuit ou le Moment propice,Desaudras (Duchapt),comédie ,,1,prose,
541,Mithridate,Racine (Jean),tragédie,,5,vers,
542,Molière à la nouvelle salle ou les Audiences de Thalie ,La Harpe (Jean-François de),comédie,,1,vers libres,
543,Momus fabuliste ou les Noces de Vulcain,Fuzelier (Louis),comédie,,1,prose et vers libres,
544,Monsieur de Crac dans son petit castel,Collin d'Harleville (Jean-François),comédie,,1,vers,
545,Monsieur de Pourceaugnac,Molière (Jean-Baptiste Poquelin dit) ,comédie-ballet,,3,prose,
546,Mustapha et Zéangir,Chamfort (Sébastien-Roch-Nicolas de),tragédie,,5,vers,
547,Nadir ou Thamas Koulikan,Dubuisson (Paul-Ulric),tragédie,,5,vers,
548,Namir,"Thibouville (Henry-Lambert d'Herbigny, marquis de)",tragédie,,5,vers,
549,Nanine ou le préjugé vaincu,Voltaire (François-Marie Arouet dit ),comédie,,3,vers,
550,Narcisse ou l'amant de lui-même,Rousseau (Jean-Jacques),comédie,,1,prose,
551,Nicomède,Corneille (Pierre),tragédie,,5,vers,
552,Octave et le jeune Pompée ou les Triumvirs ,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
553,Odmar et Zulna,Maisonneuve (Louis-Jean-Baptiste Simonnet de),tragédie,,5,vers,
554,Œdipe,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
555,Oedipe chez Admète,Ducis (Jean-François),tragédie,,5,vers,
556,Olympie,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
557,Oreste,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
558,Orphanis,Blin de Sainmore (Adrien-Michel-Hyacinthe),tragédie,,5,vers,
559,Paméla ou la Vertu récompensée,François de Neufchâteau (Nicolas),comédie,,5,vers,
560,Paros,Mailhol (Gabriel),tragédie,,5,vers,
561,Paulin et Clairette ou les Deux espiègles,Dezède (Nicolas),comédie-opéra,,2,prose,x
562,Pauline,Claret de Fleurieu (Mme),comédie ,,2,vers,
563,Pénélope,"Genest (Charles-Claude, abbé)",tragédie,,5,vers,
564,Pharamond,La Harpe (Jean-François de),tragédie,,5,vers,
565,Phèdre et Hippolyte,Racine (Jean),tragédie,,5,vers,
566,Philoctète,Châteaubrun (Jean-Baptiste Vivien de),tragédie,,5,vers,
567,Philoctète,La Harpe (Jean-François de),tragédie,,3,vers,
568,Pierre le cruel,Belloy (Pierre-Laurent Buirette de),tragédie,,5,vers,
569,Pierre le Grand,Dorat (Claude-Joseph),tragédie,,5,vers,
570,"Polyeucte, martyr ",Corneille (Pierre),tragédie,,5,vers,
571,Pygmalion,Rousseau (Jean-Jacques),scène lyrique,,,prose,x
572,Pygmalion,Poissinet de Sivry (Louis),comédie,,1,prose,
573,Pyrame et Thisbé,Larive (Jean Mauduit de),deux scènes lyriques,,,prose,x
574,Pyrrhus,Crébillon père (Prosper Jolyot de Crébillon dit),tragédie,,5,vers,
575,Quartier d'hiver,Bret (Antoine); Godart d'Aucour (Claude); Villaret (Claude) ,comédie,,1,prose,
576,"Raymond V, comte de Toulouse ou le Troubadour",Sedaine (Michel-Jean),comédie héroïque,,5,prose,
577,Régulus,Dorat (Claude-Joseph),tragédie,,5,vers,
578,Rhadamiste et Zénobie,Crébillon père (Prosper Jolyot de Crébillon dit),tragédie,,5,vers,
579,Richard III,Rozoi (Barnabé Farmian de),tragédie,,5,vers,
580,Rienzi,Laignelot (Joseph-François),tragédie,,5,vers,
581,Rodogune,Corneille (Pierre),tragédie,,5,vers,
582,Rome sauvée ou Catilina,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
583,Roméo et Juliette,Ducis (Jean-François),tragédie,,5,vers,
584,Rosaline et Floricourt,"Ségur (Joseph-Alexandre-Pierre, vicomte de)",comédie,,3,vers libres,
585,Roséïde ou l'Intrigant,Dorat (Claude-Joseph),comédie,,5,vers,
586,Roxelane et Mustapha,Maisonneuve (Louis-Jean-Baptiste Simonnet de),tragédie,,5,vers,
587,Scanderbeg,Dubuisson (Paul-Ulric),tragédie,,5,vers,
588,Scévole,Du Ryer (Pierre),tragédie,,5,vers,
589,Sémiramis,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
590,Sertorius,Corneille (Pierre),tragédie,,5,vers,
591,Sganarelle ou le Cocu imaginaire,Molière (Jean-Baptiste Poquelin dit) ,comédie,,1,vers,
592,Sidney,Gresset (Jean-Baptiste-Louis),comédie,,3,vers,
593,Sophonisbe,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
594,Spartacus,Saurin (Bernard-Joseph),tragédie,,5,vers,
595,Tancrède,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
596,Tartuffe ou L'Imposteur,Molière (Jean-Baptiste Poquelin dit) ,comédie,,5,vers,
597,Térée,Lemierre (Antoine-Marin) ,tragédie,,5,vers,
598,Térée et Philomèle,Renou (Antoine),tragédie,,5,vers,
599,Théagène,Dorat (Claude-Joseph),tragédie,,5,vers,
600,Tibère et Sérénus,Fallet (Nicolas),tragédie,,5,vers,
601,Timoléon,La Harpe (Jean-François de),tragédie,,5,vers,
602,Turcaret,Lesage (Alain-René),comédie,,5,prose,
603,"Vanda, reine de Pologne",Linant (Michel),tragédie,,5,vers,
604,Varon,Grave (Charles-Joseph de),tragédie,,5,vers,
605,Venceslas,Rotrou (Jean de),tragédie,,5,vers,
606,Venise sauvée,La Place (Pierre-Antoine de),tragédie,,5,vers,
607,Virginie,La Harpe (Jean-François de),tragédie,,5,vers,
608,Virginie ou la Destruction des Décemvirs,Doigny du Ponceau,tragédie,,3,vers,
609,Washington ou la Liberté du Nouveau monde,Sauvigny (Edme-Louis Billardon de),tragédie,,4,vers,
610,Zaïre,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
611,Zarès,Palissot (Charles Palissot de Montenoy dit),tragédie,,5,vers,
612,Zarucma,Cordier (Edmond),tragédie,,5,vers,
613,Zélide,Renout (Jean-Julien-Constantin),comédie,,1,vers libres,
614,Zelmire,Belloy (Pierre-Laurent Buirette de),tragédie,,5,vers,
615,Zénéïde,Cahusac (Louis de),comédie,,1,vers,
616,Zoraï ou les Insulaires de Nouvelle-Zélande,Marignié (Jean-Étienne-François de),tragédie,,5,vers,
617,Zulica,Dorat (Claude-Joseph),tragédie,,5,vers,
618,Zulime,Voltaire (François-Marie Arouet dit ),tragédie,,5,vers,
619,Zuma,Lefèvre (Pierre-François-Alexandre),tragédie,,5,vers,
