db,expert,id,author,title,genre ,nombre d'actes,Prologue,Prose/vers,"Musique, danse, machines",Date de création,Created,Updated
1,,5646,Racine (Jean),La Thébaïde ou les Frères ennemis,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5647,Corneille (Pierre),La Toison d'or,tragédie,5,TRUE,vers,TRUE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5648,Auvigny (Jean du Castre d'),La tragédie en prose ou la Tragédie extravagante,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5649,Dancourt (Florent Carton dit),La Trahison punie,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5034,Moissy (Alexandre-Guillaume Mouslier de),La Valet maître,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5650,Jolly (François-Antoine),La Vengeance de l'amour,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5035,Collé (Charles),La Veuve,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5651,Champmeslé (Charles Chevillet dit),La Veuve,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5036,Lemierre (Antoine-Marin),La Veuve du Malabar ou l'Empire des coutumes,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5037,Vigée (Louis-Jean-Baptiste-Étienne),La Vivacité à l'épreuve,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5652,Boisrobert (François Le Metel sieur de),La vraie Didon ou Didon la chaste,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5054,Murville (Pierre-Nicolas André de),Lanval et Viviane,comédie-féérie héroïque,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
,1,5054,André-Murville (Pierre-Nicolas),Lanval et Viviane ou les Fées et les chevaliers,comédie héori-féérie,5,FALSE,vers,FALSE,,,
,1,5653,Bernard (Catherine),"Laodamie, reine d'Epire",tragédie,5,FALSE,vers,FALSE,,,
1,,5653,Bernard (Catherine),"Laodamie, reine d'Epire",tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
,1,5700,Anonyme,Laquais fille (Le),comédie,,FALSE,,FALSE,,,
,1,5057,Oisemont (d'),Laurette,comédie,3,FALSE,vers libres,FALSE,,,
1,,5057,Oisemont (Thomas d'),Laurette,comédie,3,FALSE,vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5058,Dudoyer de Gastels (Gérard),Laurette,comédie,2,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5065,Boissy (Louis de),Le Babillard,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5654,Anonyme,Le Badaud,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5655,Boissy (Louis de),Le Badinage ou le Dernier jour de l'absence,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5656,Anonyme,Le Bailli marquis,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5657,Boindin (Nicolas),Le Bal d'Auteuil,comédie,3,TRUE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5658,Palaprat (Jean),Le Ballet extravagant,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5066,Beaumarchais (Pierre-Augustin Caron de),Le Barbier de Séville ou la Précaution inutile,comédie,4,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5067,Corneille (Thomas),Le Baron d'Albikrac,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5068,Poisson (Raymond),Le Baron de la Crasse,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5659,Corneille (Thomas),Le Baron des Fondrières,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5069,Pilhes (Jean),Le Bienfait anonyme,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5070,Dampierre de la Salle,Le Bienfait rendu ou le Négociant,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5071,Legrand,Le Bon ami,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5072,Dancourt (Florent Carton dit),Le Bon soldat,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5660,Regnard (Jean-François),Le Bourgeois de Falaise ou le Bal,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5073,Molière (Jean-Baptiste Poquelin dit),Le Bourgeois gentilhomme,comédie-ballet,5,FALSE,prose,TRUE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5661,Anonyme,Le Bourget,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5074,Goldoni (Carlo),Le Bourru bienfaisant,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5662,Dancourt (Florent Carton dit),Le Brutal de sens froid,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5663,Anonyme,Le Cadet de Gascogne,comédie,5,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5664,Anonyme,Le Cadet de Gascogne,comédie,1,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5665,Rousseau (Jean-Baptiste),Le Café,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5075,Voltaire (François-Marie Arouet dit ),Le Café ou l'Ecossaise,comédie,5,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5666,Grandval le père (Nicolas Racot de Granval dit),Le Camp de Porché-Fontaine,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5667,La Tessonerie (Gillet de),Le Campagnard,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5076,Renout (Jean-Julien-Constantin),Le Caprice ou l'Épreuve dangereuse,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5668,Rousseau (Jean-Baptiste),Le Capricieux ou les Apparences trompeuses,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5669,Dancourt (Florent Carton dit),Le Carnaval de Venise,comédie héroique,5,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5077,Dorat (Claude-Joseph),Le Célibataire,comédie,5,FALSE,vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5078,Artaud (Jean-Baptiste),Le Centenaire de Molière,comédie,1,FALSE,vers et prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5079,Poinsinet (Antoine-Alexandre-Henri),Le Cercle ou la Soirée à la mode,comédie épisodique,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5080,Dancourt (Florent Carton dit),Le Charivari,comédie,1,FALSE,prose,TRUE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5081,Dancourt (Florent Carton dit),Le Chevalier à la mode,comédie,5,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5670,Dancourt (Florent Carton dit),Le Chevalier à la mode,comédie,5,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5671,Autreau (Jacques),Le Chevalier Bayard,comédie héroïque,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5082,Dorat (Claude-Joseph),Le Chevalier français à Londres,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5083,Dorat (Claude-Joseph),Le Chevalier français à Turin,comédie,4,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5672,Dufresny (Charles Rivière),Le Chevalier joueur,comédie,5,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5084,Monvel (Jacques-Marie Boutet de Monvel dit),Le Chevalier sans peur et sans reproche ou les Amours de Bayard,comédie héroïque,3,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5085,Simon-Chauvot,Le Chirurgien de village,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5086,Corneille (Pierre),Le Cid,tragi-comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5087,Hauteroche (Noël Lebreton de),Le Cocher supposé,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5673,Hauteroche (Noël Lebreton de),Le cocher supposé,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5674,Montfleury (Antoine Jacob),Le Comédien poète,comédie,5,FALSE,vers,TRUE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5088,Pont-de-Vesle (Antoine de Fériol de),Le Complaisant,comédie,5,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5092,Corneille (Thomas),Le Comte d'Essex,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5089,Arnaud (François-Thomas-Marie de Baculard d'),Le Comte de Comminges ou les Amants malheureux,drame,3,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5090,La Harpe (Jean-François de),Le Comte de Warwick,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5091,Cahusac (Louis de),Le Comte de Warwick,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5093,Bret (Antoine),Le Concert,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5094,Brueys (David-Augustin de); Palaprat (Jean de),Le Concert ridicule,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5095,Demoustier (Charles-Albert),Le Conciliateur ou l'Homme aimable,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5096,Merville (Michel Guyot de),Le Consentement forcé,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5097,Picard (Louis-Benoît),Le Conteur ou les deux postes,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5098,Laujon (Pierre),Le Couvent ou les Fruits du caractère et de l'éducation,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5099,Destouches (Philippe Néricault dit),Le Curieux impertinent,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5675,Baron (Michel Boyron dit),Le Débauché,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5100,Dufresny (Charles Rivère),Le Dédit,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5676,Anonyme,Le Dédit,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5101,Montanclos (Marie-Émilie Mayon de),Le Déjeuner interrompu,comédie,2,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5102,"Marivaux (Pierre Carlet de Chamblain de), Parfaict",Le Dénouement imprévu,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5103,Molière (Jean-Baptiste Poquelin dit),Le Dépit amoureux,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5677,Subligny (Adrien-Thomas Perdou de),Le Désespoir extravagant,comédie,,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5104,Hauteroche (Noël Lebreton de),Le Deuil,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5678,Dancourt (Florent Carton dit),Le Diable boiteux,comédie,1,TRUE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5105,Destouches (Philippe Néricault dit),Le Dissipateur ou l'Honnête friponne,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5106,Regnard (Jean-François),Le Distrait,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5679,Champmeslé (Charles Chevillet dit),Le Divorce,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5680,Pellegrin (Simon-Joseph),Le Divorce de l'amour et de la raison ou le Vieux monde,comédie,3,TRUE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5681,Avisse (Étienne-François),Le Divorce ou les Époux mécontents,comédie,3,TRUE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5682,Le Clerc (Michel),Le docteur extravagant,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5107,Dufresny (Charles Rivère),Le Double Veuvage,comédie,3,TRUE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5108,Voltaire (François-Marie Arouet dit ),Le Droit du seigneur,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5109,Boissy (Louis de),Le Duc de Surrey,pièce héroïque,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5110,Denouillot de Falbaire (Charles-Georges),Le Fabricant de Londres,drame,5,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5111,Lattaignant (Gabriel-Charles de),Le Fat,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5112,Pont-de-Vesle (Antoine de Fériol de),Le Fat puni,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5683,"Barbier (Marie Anne, Mlle)",Le Faucon,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5684,Raisin (Jean-Baptiste),Le Faux Gascon,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5113,Bret (Antoine),Le Faux généreux,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5685,Dufresny (Charles Rivière),Le Faux honnête homme,comédie,3,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5114,Maisonneuve (Louis-Jean-Baptiste Simonnet de),Le Faux insouciant,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5686,Dufresny (Charles Rivière),Le Faux instinct,comédie,3,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5115,Chabanon (Michel Paul Guy de),Le Faux noble,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5116,Vaure (Jacques du),Le Faux savant ou l'Amant précepteur,comédie,5,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5687,Dufresny (Charles Rivière),Le Faux sincère,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5688,Hauteroche (Noël Lebreton de),Le Feint polonais ou la Veuve impertinente,comédie,3,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5117,Corneille (Thomas),Le Festin de Pierre,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5118,Diderot (Denis),Le Fils naturel ou les Epreuves de la vertu,drame,5,TRUE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5119,Saint-Foix (Germain-François Poullain de),Le Financier,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5120,Lantier (Étienne François de),Le Flatteur,comédie,5,FALSE,vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5689,Rousseau (Jean-Baptiste),Le Flatteur,comédie,5,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5121,La Fontaine (Jean de),Le Florentin,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5690,Poisson (Raymond),Le Fou de qualité ou le Fou raisonnable,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5122,Boissy (Louis de),Le Français à Londres,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5123,Le Grand (Marc-Antoine),Le Galant coureur ou l'Ouvrage d'un moment,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5124,Dancourt (Florent Carton dit),Le Galant jardinier,comédie,1,FALSE,prose,TRUE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5125,Imbert (Barthélémy),Le Gâteau des rois ou Monsieur Petau,comédie,1,TRUE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5691,Anonyme,Le Gênois,comédie,1,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5692,Anonyme,Le Gentilhomme meunier,comédie,1,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5693,Corneille (Thomas),Le Geôlier de soi-même ou Jodelet prince,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5126,Destouches (Philippe Néricault dit),Le Glorieux,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5127,Brueys (David-Augustin de); Palaprat (Jean de),Le Grondeur,comédie,3,TRUE,prose et vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5694,Anonyme,Le Gros lot de Marseille,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5128,Ussieux (Louis d'),Le héros français: ou l'Héroïsme français ou le Siège de Saint-Jean de Laone,drame héroïque,4,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5129,Bret (Antoine),Le Jaloux,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5130,Rochon de Chabannes (Marc-Antoine-Jacques),Le Jaloux,comédie,5,FALSE,vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5695,Baron (Michel Boyron dit),Le Jaloux,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5131,Campistron (Jean-Galbert de),Le Jaloux désabusé,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5696,Dufresny (Charles Rivière),Le Jaloux honteux de l'être,comédie,5,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5697,"Brécourt (Guillaume Marcoureau, sieur de) ",Le Jaloux invlisible ou le Bonnet enchanté,comédie,3,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5698,Anonyme,Le Jaloux masqué,comédie,3,FALSE,0,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5132,Imbert (Barthélémy),Le Jaloux sans amour,comédie,5,FALSE,vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5133,Bastide (Jean-François de),Le Jeune homme,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5699,Anonyme,Le jeune homme,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5134,Regnard (Jean-François),Le Joueur,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5135,Aude (Joseph),Le Journaliste des ombres ou Momus au Champ-Élysées,pièce héroïque nationale,1,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5700,Anonyme,Le Laquais fille,0,0,FALSE,,TRUE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5136,Regnard (Jean-François),Le Légataire universel,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5137,Marivaux (Pierre Carlet de Chamblain de),Le Legs,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5138,La Motte (Antoine Houdar de),Le Magnifique,comédie,2,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5139,Laus de Boissy,Le Maire de village ou la Force de la loi,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5140,Molière (Jean-Baptiste Poquelin dit),Le Malade imaginaire,comédie-ballet,3,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5141,Dorat (Claude-Joseph),Le Malheureux imaginaire,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5142,Chamfort (Sébastien-Roch-Nicolas de),Le Marchand de Smyrne,pièce,1,FALSE,prose,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5701,Anonyme,Le Maréchal médecin ou les Houssards,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5702,Allainval (Léonor-Jean-Christine Soulas abbé d'),Le Mari curieux,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5143,Flins des Oliviers,Le Mari directeur ou le Déménagement des religieuses,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5703,Audierne (Jacques),Le Mari égaré,comédie,1,TRUE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5144,Dancourt (Florent Carton dit),Le Mari retrouvé,comédie,1,FALSE,prose,TRUE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5145,Montfleury (Antoine Jacob),Le Mari sans femme,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5146,Le Monnier (Pierre-René),Le Mariage clandestin,comédie,3,FALSE,vers libres,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5704,De Visé (Jean Donneau),Le mariage de Bacchus et d'Ariane,comédie héroique,3,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5147,Beaumarchais (Pierre-Augustin Caron de),Le Mariage de Figaro ou la Folle journée,comédie,5,FALSE,prose,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5705,Montfleury (Antoine Jacob),Le Mariage de rien,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5148,Dufresny (Charles Rivère),Le Mariage fait et rompu,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5706,Poisson (Philippe),Le Mariage fait par lettre de change,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
1,,5149,Molière (Jean-Baptiste Poquelin dit),Le Mariage forcé,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5150,Cailhava (Jean-François Cailhava d'Estendoux dit),Le Mariage interrompu ou la Fille supposée,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5151,Bret (Antoine),Le Mariage par dépit,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5152,Desfaucherets (Jean-Louis Brousse),Le Mariage secret,comédie,3,FALSE,vers,FALSE,,2013-05-02 06:25:04 -0400,2013-05-02 06:25:04 -0400
1,,5707,Fagan (Christophe Barthélémy Fagan de Lugny dit),Le Marié sans le savoir,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500
