db,expert,id,author,title,genre ,nombre d'actes,Prologue,Prose/vers,"Musique, danse, machines",Date de création,Created,Updated
,1,5604,Legrand (Marc-Antoine),Femme fille et veuve (La),comédie,1,FALSE,vers,FALSE,,,
,1,4985,Montfleury (Antoine Jacob dit),Femme juge et partie (La),comédie,5,FALSE,vers,FALSE,,,
,1,5605,"Robbe, Jacques",Femme têtue ou le médecin hollandais (La),comédie,1,FALSE,vers,FALSE,,,
,1,5276,Molière (Jean-Baptiste Poquelin dit) ,Femmes savantes (Les),comédie,5,FALSE,vers,FALSE,,,
1,,4928,Piron (Alexis),Fernand Cortez ou Montézume,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4928,Piron (Alexis),Fernand-Cortès,tragédie,5,FALSE,vers,FALSE,,,
,1,5117,Corneille (Thomas),Festin de Pierre (Le),comédie,5,FALSE,vers,FALSE,8 JANV 1744 MONTEZUME,,
,1,4986,Desfontaines (François-Georges),Fête de village (La),intermède,1,FALSE,musique,TRUE,,,
,1,4987,Dancourt (Florent Carton dit) ,Fête de village ou les Bourgeoises de qualité (La),comédie,3,FALSE,prose,TRUE,,,
,1,5769,Dancourt (Florent Carton dit),Fêtes du cours (Les),comédie,1,TRUE,prose,TRUE,,,
,1,4989,Montfleury (Antoine Jacob dit),Fille capitaine (La),comédie,5,FALSE,vers,FALSE,,,
,1,4990,Graffigny (Françoise de),Fille d'Aristide (La),comédie,5,FALSE,vers,FALSE,,,
,1,5606,Anonyme,Fille médecin (La),comédie,1,FALSE,,FALSE,,,
,1,5607,La Grange-Chancel (François-Joseph de),Fille supposée ou l'Héroïne de roman (La),comédie,3,FALSE,vers,FALSE,,,
,1,5608,Le neveu de l'abbé Abeille (Nicolas Abeille dit),Fille valet (La),comédie,3,FALSE,vers,FALSE,,,
,1,5118,Diderot (Denis),Fils naturel ou les Épreuves de la vertu (Le),drame ,5,TRUE,prose,FALSE,,,
,1,5119,Saint-Foix (Germain-François Poullain de),Financier (Le),comédie,1,FALSE,prose,FALSE,,,
,1,5120,Lantier (Étienne François de),Flatteur (Le),comédie,5,FALSE,vers libres,FALSE,,,
,1,5689,Rousseau (Jean-Baptiste),Flatteur (Le),comédie,5,FALSE,prose,FALSE,,,
,1,5121,La Fontaine (Jean de),Florentin (Le),comédie,1,FALSE,vers,FALSE,,,
,1,4929,Lefèvre (Pierre-François-Alexandre),Florinde,tragédie,5,FALSE,vers,FALSE,,,
1,,4929,Lefèvre (Pierre-François-Alexandre),Florinde,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5609,Dancourt (Florent Carton dit),Foire de Bezons (La),comédie,1,FALSE,prose,TRUE,10 NOV 1770,,
,1,4991,Legrand (Marc-Antoine),Foire de Saint-Laurent (La),comédie,1,FALSE,vers,TRUE,,,
,1,5610,Dancourt (Florent Carton dit),Foire Saint-Germain (La),comédie,1,FALSE,prose,TRUE,,,
,1,4992,Boissy (Louis de),Folie du jour (La),comédie,1,FALSE,vers libres,TRUE,,,
,1,4993,Yon,Folie et l'Amour (La),comédie,1,FALSE,vers libres,TRUE,,,
,1,5277,Regnard (Jean-François),Folies amoureuses (Les),comédie,3,TRUE,vers et vers libres,TRUE,,,
,1,5611,Dancourt (Florent Carton dit),Folle enchère (La),comédie,1,FALSE,prose,FALSE,15 JANVIER 1704,,
,1,5770,Baron (Michel Boyron dit),Fontanges maltraitées ou les Vapeurs (Les),comédie,1,FALSE,prose,FALSE,,,
,1,4994,Destouches,Force du naturel (La),comédie,5,FALSE,vers,FALSE,,,
,1,5690,Poisson (Raymond),Fou de qualité (Le) ou Le Fou raisonnable,comédie,1,FALSE,vers,TRUE,,,
,1,4917,Ségur (Joseph-Alexandre de),Fou par amour (Le),drame historique ,1,FALSE,vers,FALSE,,,
,1,5612,Le Noble (Eustache,Fourbe (Le),comédie,5,FALSE,prose,FALSE,29 JANV 1791 vérif autre titre Dorval,,
,1,5278,Molière (Jean-Baptiste Poquelin dit) ,Fourberies de Scapin (Les),comédie,3,FALSE,prose,FALSE,,,
,1,5771,Poisson (Raymond),Fous divertissants (Les),comédie,3,FALSE,vers,TRUE,,,
,1,5772,Champmeslé (Charles Chevillet dit),Fragments de Molière (Les),comédie,2,FALSE,prose,FALSE,,,
,1,5122,Boissy (Louis de),Français à Londres (Le),comédie,1,FALSE,prose,FALSE,,,
,1,5613,Legrand (Marc-Antoine),Française italienne (La),comédie,1,FALSE,prose,TRUE,,,
1,,5520,Anonyme,Frontin gouverneur,comédie,1,FALSE,0,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5520,Anonyme,Frontin gouverneur du château de Vertigililinguen,comédie,1,FALSE,,FALSE,,,
,1,5521,Brueys (David-Augustin de),Gabinie,tragédie,5,FALSE,vers,FALSE,,,
1,,5521,Brueys (David-Augustin de),Gabinie,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,4930,Belloy (Pierre Laurent de),Gabrielle de Vergy,tragédie,5,FALSE,vers,FALSE,,,
1,,4930,Belloy (Pierre-Laurent Buirette de),Gabrielle de Vergy,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4995,Colomb de Seillans,Gageure de Village (La),comédie,1,FALSE,prose,TRUE,12 JUIL 1777,,
,1,4996,Sedaine (Michel-Jean),Gageure imprévue (La),comédie,1,FALSE,prose,FALSE,,,
,1,5123,Legrand (Marc-Antoine),Galant coureur ou l'Ouvrage d'un moment (Le),comédie,1,FALSE,prose,TRUE,,,
,1,5124,Dancourt (Florent Carton dit) ,Galant jardinier (Le),comédie,1,FALSE,prose,TRUE,,,
,1,4931,Belloy (Pierre Laurent de),Gaston et Baïard ou Gaston et Bayard,tragédie,5,FALSE,vers,FALSE,,,
1,,4931,Belloy (Pierre-Laurent Buirette de),Gaston et Bayard,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5125,Imbert (Barthélemy),Gâteau des rois (Le),comédie,1,TRUE,vers,FALSE,24 AVRIL 1771,,
,1,5614,Dancourt (Florent Carton dit),Gazette de Hollande (La),comédie,1,FALSE,prose,FALSE,,,
,1,5691,Anonyme,Gênois (Le),comédie,1,FALSE,,FALSE,,,
,1,5692,Anonyme,Gentilhomme meunier (Le),comédie,1,FALSE,,FALSE,,,
,1,5693,Corneille (Thomas),Geôlier de soi-même ou Jodelet prince (Le),comédie,5,FALSE,vers,FALSE,,,
,1,4932,Molière (Jean-Baptiste Poquelin dit) ,George Dandin ou le Mari confondu,comédie,3,FALSE,prose,TRUE,,,
1,,4932,Molière (Jean-Baptiste Poquelin dit),George Dandin ou le Mari confondu,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5522,Pradon (Nicolas),Germanicus,tragédie,5,FALSE,vers,FALSE,,,
1,,5522,Pradon (Jacques),Germanicus,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5523,Péchantrés (Nicolas de),Géta,tragédie,5,FALSE,vers,FALSE,,,
1,,5523,Péchantré (Nicolas de),Géta,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5126,Destouches,Glorieux (Le),comédie,5,FALSE,vers,FALSE,,,
,1,4997,La Chaussée (Pierre-Claude),Gouvernante (La),comédie,5,FALSE,vers,FALSE,,,
,1,5279,Saint-Foix (Germain-François Poullain de),Grâces (Les),comédie,1,FALSE,prose,TRUE,,,
,1,5773,Champmeslé (Charles Chevillet dit),Grisettes ou Crispin chevalier (Les),comédie,1,FALSE,vers,FALSE,23 juillet 1744,,
,1,5127,Palaprat (Jean de),Grondeur (Le),comédie,3,TRUE,prose et vers libres,FALSE,,,
,1,5615,Fagan (Barthélemy-Christophe),Grondeuse (La),comédie,1,FALSE,prose,TRUE,,,
,1,5694,Anonyme,Gros lot de Marseille (Le),comédie,1,FALSE,prose,FALSE,,,
,1,4933,Le Mierre (Antoine-Marin) ,Guillaume Tell,tragédie,5,FALSE,vers,FALSE,,,
1,,4933,Lemierre (Antoine-Marin),Guillaume Tell,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5616,Dancourt (Florent Carton dit),Guinguette de la finance (La),comédie,1,FALSE,prose,TRUE,17 DEC 1766,,
,1,4934,Piron (Alexis),Gustave Wasa,tragédie,5,FALSE,vers,FALSE,,,
1,,4934,Piron (Alexis),Gustave Wasa,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5524,Gomez (Madeleine-Angélique de),Habis,tragédie,5,FALSE,vers,FALSE,3 FEV 1733,,
1,,5524,"Gomez (Madeleine-Angélique, Mme de)",Habis,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,4935,Ducis (Jean-François),Hamlet,tragédie,5,FALSE,vers,FALSE,,,
1,,4935,Ducis (Jean-François),Hamlet,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4936,Raucourt (Françoise-Marie-Antoinette-Josèphe Saucerotte dite Mademoiselle),Henriette,drame,3,FALSE,prose,FALSE,30 SEPT 1769,,
1,,4936,Raucourt (Françoise-Marie-Antoinette-Josèphe Saucerotte de Raucourt dite Mlle),Henriette,drame,3,FALSE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5280,Marmontel (Jean-François) ,Héraclides (Les),tragédie,5,FALSE,vers,FALSE,1 MARS 1782,,
,1,5774,Brie (de),Héraclides (Les),tragédie,5,FALSE,vers,FALSE,24 mai 1752,,
,1,5775,Danchet (Antoine),Héraclides (Les),tragédie,5,FALSE,vers,FALSE,,,
,1,4937,Corneille (Pierre),"Héraclius, empereur d'Orient",tragédie,5,FALSE,vers,FALSE,,,
1,,4937,Corneille (Pierre),"Héraclius, empereur d'Orient",tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4938,Renout (Jean-Julien-Constantin),Hercule,tragédie,5,FALSE,vers,FALSE,,,
1,,4938,Renout (Jean-Julien-Constantin),Hercule,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5525,"La Tuillerie (Jean-François Juvenon de La Tuillerie, dit)",Hercule,tragédie,5,FALSE,vers,FALSE,28 FEV 1757,,
1,,5525,"La Tuillerie (Jean-François Juvenon, sieur de)",Hercule,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
1,,4939,Lefèvre (Pierre-François-Alexandre),Hercule au mont d'Œta,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4939,Lefèvre (Pierre-François-Alexandre),Hercule au mont Œta ,tragédie,5,FALSE,vers,FALSE,,,
,1,5526,"Palaprat (Jean de, sieur de Bigot)",Hercule et Omphale,comédie,5,FALSE,vers,FALSE,24 MAI 1787,,
1,,5526,Palaprat (Jean),Hercule et Omphale,comédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5561,Scarron (Paul),Héritier ridicule ou la Dame intéressée (L'),comédie,5,FALSE,vers,FALSE,,,
,1,5527,"Nadal (Augustin, abbé)",Hérode,tragédie,5,FALSE,vers,FALSE,,,
1,,5527,Nadal (abbé Augustin),Hérode,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,4940,Voltaire (François-Marie Arouet dit),Hérode et Mariamne,tragédie,5,FALSE,vers,FALSE,,,
1,,4940,Voltaire (François-Marie Arouet dit ),Hérode et Mariamne,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
1,,5528,Anonyme,Héroïne,comédie,1,FALSE,0,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5528,Anonyme,Héroïne (L'),comédie,1,FALSE,,FALSE,10 AVR 1725,,
,1,5128,Dussieux (Louis),Héros français ou le Siège de Saint-Jean-de-Lone (Les),drame héroïque ,4,FALSE,prose,FALSE,,,
,1,5562,Boizard de Ponteau (Claude-Florimond),Heure du berger (L'),comédie,1,FALSE,prose,TRUE,,,
,1,5320,Falconnet (Françoise-Cécile) ; Rozet (Madame),Heureuse rencontre (L'),comédie,1,FALSE,prose,FALSE,,,
,1,4941,Rochon de Chabannes (Marc-Antoine-Jacques),Heureusement,comédie,1,FALSE,vers,FALSE,,,
1,,4941,Rochon de Chabannes (Marc-Antoine-Jacques),Heureusement,comédie,1,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5563,Anonyme,Heureux échange (L'),comédie,5,FALSE,vers,FALSE,29 NOV 1762,,
,1,5321,Fagan (Barthélemy-Christophe),Heureux retour (L'),comédie,1,FALSE,vers,TRUE,,,
1,,4942,Sauvigny (Edme-Louis Billardon de),Hirza,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4942,Billardon de Sauvigny (Edme-Louis),Hirza ou les Illinois,tragédie,5,FALSE,vers,FALSE,,,
,1,5322,Baron (Michel Boyron dit),Homme à bonne fortune (L'),comédie,5,FALSE,prose,FALSE,27 MAI 1767,,
,1,5564,Baron (Michel Boyron dit),Homme à bonnes fortunes (L'),comédie,5,FALSE,prose,FALSE,18 DECEMBRE 1686,,
,1,5323,Barthe (Nicolas-Thomas),Homme personnel (L'),comédie,5,FALSE,vers,FALSE,,,
,1,5324,Destouches,Homme singulier (L'),comédie,5,FALSE,vers,FALSE,21 FEVRIER 1778,,
,1,5281,Saint-Foix (Germain-François Poullain de),Hommes (Les),comédie-ballet,1,FALSE,prose,TRUE,5 NOVEMBRE 1764,,
,1,5325,Fenouillot de Falbaire de Quingey (Charles-Georges),Honnête criminel ou l'Amour filial (L'),drame,5,FALSE,vers,FALSE,02 JUIN 1753,,
1,,4943,Corneille (Pierre),Horace,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4943,Corneille (Pierre),Horace ou Les Horaces,tragédie,5,FALSE,vers,FALSE,4 JANVIER 1790,,
,1,5326,Bret (Antoine),Hôtellerie ou le Faux ami (L'),comédie,5,FALSE,vers,FALSE,,,
,1,4944,Rochon de Chabannes (Marc-Antoine-Jacques),Hylas et Sylvie,pastorale ,1,FALSE,prose,FALSE,13 SEPTEMBRE 1785,,
1,,4944,Rochon de Chabannes (Marc-Antoine-Jacques),Hylas et Sylvie,pastorale,1,FALSE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4945,Le Mierre (Antoine-Marin) ,Hypermnestre,tragédie,5,FALSE,vers,FALSE,10 DEC 1768,,
1,,4945,Lemierre (Antoine-Marin),Hypermnestre,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4946,Riupeirous (Théodore de),Hypermnestre,tragédie,5,FALSE,vers,FALSE,31 AOUT 1758,,
1,,4946,Riupeirous (Théodore),Hypermnestre ou Lyncée,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4947,Le Mierre (Antoine-Marin) ,Idoménée,tragédie,5,FALSE,vers,FALSE,13 FEV 1704 OU LYNCEE ?,,
1,,4947,Lemierre (Antoine-Marin),Idoménée,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5529,Crébillon père (Prosper Jolyot de Crébillon dit),Idoménée,tragédie,5,FALSE,vers,FALSE,13 FEV 1764,,
1,,5529,Crébillon père (Prosper Jolyot de Crébillon dit),Idoménée,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5166,Collot d'Herbois,Il y a une bonne justice ou le Paysan magistrat ou Le Paysan magistrat,drame ,5,FALSE,prose,FALSE,,,
,1,5565,Marivaux (Pierre de),Île de la raison ou les Petits hommes (L'),comédie,3,TRUE,prose,TRUE,,,
,1,5327,Collet de Messine (Jean-Baptiste),Île déserte (L'),comédie,1,FALSE,vers,FALSE,,,
,1,5328,Saint-Foix (Germain-François Poullain de),Île sauvage (L'),comédie,3,TRUE,prose,TRUE,23 AOUT 1758,,
,1,5329,Lantier (Étienne François de),Impatient (L'),comédie,1,FALSE,vers libres,FALSE,5 JUILLET 1743,,
,1,5330,Poinsinet (Antoine-Alexandre-Henri) ,Impatient (L'),comédie,1,FALSE,vers,FALSE,3 SEPTEMBRE 1778,,
,1,5566,Boissy (Louis de),Impatient (L'),comédie,5,TRUE,vers,FALSE,9 JUILLET 1757,,
,1,5331,Desmahis (Joseph-François-Edouard de Corsembleu),Impertinent (L') ou Le Billet perdu,comédie,1,FALSE,vers libres,FALSE,,,
,1,5567,Boissy (Louis de),Impertinent malgré lui (L'),comédie,5,FALSE,vers,FALSE,31 AOUT 1750,,
,1,5332,Brueys (David-Augustin de) ; Palaprat (Jean de),Important de cour (L'),comédie,5,FALSE,prose,FALSE,,,
,1,5333,Poisson (Philippe),Impromptu de campagne (L'),comédie,1,FALSE,vers,FALSE,15 DECEMBRE 1693,,
,1,5570,Dancourt (Florent Carton dit),Impromptu de garnison (L'),comédie,1,FALSE,prose,FALSE,21 DECEMBRE 1733,,
,1,5568,Legrand (Marc-Antoine),Impromptu de la folie (L'),ambigu-comique,2,TRUE,prose,TRUE,,,
,1,5569,Dancourt (Florent Carton dit),Impromptu de Suresnes (L'),comédie-ballet,1,TRUE,prose,TRUE,,,
,1,5334,Imbert (Barthélemy),Inauguration du Théâtre français (L'),pièce,1,FALSE,vers,FALSE,,,
,1,5571 et 5451 et 5435,Corneille (Thomas),Inconnu (L'),comédie,5,TRUE,vers,TRUE,9 AVRIL 1782,,
,1,5336,Lantier (Étienne François de),Inconséquent (L'),comédie,5,FALSE,vers,FALSE,,,
,1,5338,Collin d'Harleville (Jean-François),Inconstant (L'),comédie,5,FALSE,vers,FALSE,31 MAI 1788,,
,1,5339,Dufaut,Indécis (L'),comédie,5,FALSE,vers,FALSE,13 JUIN 1786,,
,1,5340,Voltaire (François-Marie Arouet dit),Indiscret (L'),comédie,1,FALSE,vers,FALSE,2 AOUT 1759,,
,1,4948,La Motte (Antoine Houdar de),Inès de Castro,tragédie,5,FALSE,vers,FALSE,18 AOUT 1725,,
1,,4948,La Motte (Antoine Houdar de),Inès de Castro,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5341,Destouches,Ingrat (L'),comédie,5,FALSE,vers,FALSE,6 AVRIL 1723,,
,1,4949,La Grange-Chancel (François-Joseph de),Ino et Mélicerte,tragédie,5,FALSE,vers,FALSE,28 JANVIER 1712,,
1,,4949,La Grange-Chancelle (Joseph de),Ino et Mélicerte,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,5342,Fagan (Barthélemy-Christophe),Inquiet (L'),comédie,1,FALSE,vers,FALSE,10 MARS 1713,,
1,,4950,Racine (Jean),Iphigénie,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4951,Guimond de La Touche (Claude),Iphigénie en Tauride,tragédie,5,FALSE,vers,FALSE,19 OCTOBRE 1765,,
1,,4951,La Touche (Claude Guymond de),Iphigénie en Tauride,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4950,Racine (Jean),Iphigénie ou Iphigénie en Aulide,tragédie,5,FALSE,vers,FALSE,4 JUIN 1757,,
,1,4952,Voltaire (François-Marie Arouet dit),Irène,tragédie,5,FALSE,vers,FALSE,,,
1,,4952,Voltaire (François-Marie Arouet dit ),Irène,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
1,,4953,Boistel d'Welles (Jean-Baptiste Robert),Irène,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4953,Boistel d'Welles (Jean-Baptiste-Robert ou Robert),Irène ou l'Innocence reconnue,tragédie,5,FALSE,vers,FALSE,16 MARS 1778,,
,1,5343,Destouches,Irrésolu (L'),comédie,5,FALSE,vers,FALSE,6 NOV 1762,,
,1,5572,La Motte (Antoine Houdar de),Italie galante ou les contes (L'),ambigu-comique,3,TRUE,prose,TRUE,5 JANVIER 1713,,
,1,5617,Boisrobert (François Le Métel de),Jalouse d'elle-même (La),comédie,5,FALSE,vers,FALSE,,,
,1,5129,Bret (Antoine),Jaloux (Le),comédie,3,FALSE,vers,FALSE,,,
,1,5130,Rochon de Chabannes (Marc-Antoine-Jacques),Jaloux (Le),comédie,5,FALSE,vers libres,FALSE,,,
,1,5695,Baron (Michel Boyron dit),Jaloux (Le),comédie,5,FALSE,vers,FALSE,11 MARS 1784,,
,1,5131,Campistron (Jean Galbert de) ,Jaloux désabusé (Le),comédie,5,FALSE,vers,FALSE,,,
,1,5696,Du Fresny (Charles),Jaloux honteux de l'être (Le),comédie,5,FALSE,prose,FALSE,,,
,1,5697,"Brécourt (Guillaume Marcoureau, sieur de Brécourt, dit)",Jaloux invisible (Le),comédie,3,FALSE,vers,TRUE,,,
,1,5698,Anonyme,Jaloux masqué (Le),comédie,3,FALSE,,TRUE,,,
,1,5132,Imbert (Barthélemy),Jaloux sans amour (Le),comédie,5,FALSE,vers libres,FALSE,,,
,1,5530,"La Fontaine (Jean de) ; Champmeslé (Charles Chevillet dit)
",Je vous prends sans verd,comédie,1,FALSE,vers,TRUE,,,
1,,5530,La Fontaine (Jean de) ; Champmeslé (Charles Chevillet dit),Je vous prends sans verd,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,4954,Laya (Jean-Louis),Jean Calas,tragédie,5,FALSE,vers,FALSE,,,
1,,4954,Laya (Jean-Louis),Jean Callas,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4955,"Genlis (Stéphanie-Félicité du Crest, comtesse de)",Jean-Jacques Rousseau à l'île de Saint-Pierre,drame ,5,TRUE,prose,FALSE,18 DEC 1790,,
1,,4955,Genlis (Stéphanie-Félicité du Crest de),Jean-Jacques Rousseau dans l'île de Saint-Pierre,drame,5,TRUE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4956,La Place (Pierre-Antoine de),Jeanne d'Angleterre,tragédie,5,FALSE,vers,FALSE,15 DEC 1791,,
1,,4956,La Place (Pierre-Antoine de),Jeanne d'Angleterre,tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4957,La Harpe (Jean François de),Jeanne de Naples,tragédie,5,FALSE,vers,FALSE,8 MAI 1748,,
1,,4957,La Harpe (Jean-François de),"Jeanne Ière, reine de Naples",tragédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4998,Cubières-Palmézeaux (Michel de),Jeune épouse (La),comédie,3,FALSE,vers,FALSE,12 DEC 1781,,
,1,5133,Bastide (Jean-François de),Jeune homme (Le),comédie,5,FALSE,vers,FALSE,,,
,1,5699,Anonyme,Jeune homme (Le),comédie,1,FALSE,prose,FALSE,,,
,1,4999,Chamfort (Sébastien-Roch-Nicolas de),Jeune indienne (La),comédie,1,FALSE,vers,FALSE,,,
,1,5531,Fagan (Barthélemy-Christophe),Joconde,comédie,1,FALSE,prose,TRUE,,,
1,,5531,Fagan (Christophe-Barthélémy Fagan de Lugny dit),Joconde,comédie,1,FALSE,prose,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
1,,4958,Scarron (Paul),Jodelet ou le Maître valet,comédie,5,FALSE,vers,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4958,Scarron (Paul),"Jodelet, ou le Maître valet",comédie,5,FALSE,vers,FALSE,,,
,1,5532,Duché de Vancy (Joseph-François),Jonathas,tragédie,3,FALSE,vers,FALSE,,,
1,,5532,Duché de Vancy (Joseph-François),Jonathas,tragédie,3,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5533,"Genest (Charles-Claude, abbé)",Joseph,tragédie,5,FALSE,vers,FALSE,,,
1,,5533,Genest (Charles-Claude abbé),Joseph,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5134,Regnard (Jean-François),Joueur (Le),comédie,5,FALSE,vers,FALSE,,,
,1,5776,Champmeslé (Charles Chevillet dit),Joueurs (Les) ,comédie,5,FALSE,vers,FALSE,,,
,1,5618,Du Fresny (Charles),Joueuse (La),comédie,5,FALSE,prose,TRUE,,,
,1,5135,Aude (Joseph),Journaliste des ombres ou Momus au Champ-Élysées (Le),pièce héroï-nationale ,1,FALSE,vers,FALSE,,,
,1,5534,"Boyer (Claude, abbé)",Judith,tragédie,5,FALSE,vers,FALSE,,,
1,,5534,"Boyer (Claude, abbé) ",Judith,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
1,,5535,Palaprat (Jean),Jugurtha,tragédie,5,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
,1,5535,Péchantrés (Nicolas de),"Jugurtha, roi de Numidie",tragédie,5,FALSE,vers,FALSE,,,
,1,4961,Saint-Foix (Germain-François Poullain de),Julie ou l'Heureuse épreuve,comédie,1,FALSE,prose,FALSE,,,
1,,4961,Saint-Foix (Germain-François Poullain de),Julie ou l'Heureuse épreuve,comédie,1,FALSE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4959,Denon (Dominique-Vivant),Julie ou le Bon père,comédie,3,FALSE,prose,FALSE,20 OCT 1746,,
1,,4959,Denon (Dominique-Vivant),Julie ou le Bon père,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
,1,4960,Marin (François-Louis-Claude),Julie ou le Triomphe de l'amitié,comédie,3,FALSE,prose,FALSE,14 JUIN 1769,,
1,,4960,Marin (François-Louis-Claude),Julie ou le Triomphe de l'amitié,comédie,3,FALSE,prose,FALSE,,2013-05-02 06:25:02 -0400,2013-05-02 06:25:02 -0400
1,,5536,La Grange (Nicolas de),L'Accommodement imprévu,comédie,1,FALSE,vers,FALSE,,2013-12-16 12:46:36 -0500,2013-12-16 12:46:36 -0500
1,,5038,Cahusac (Louis de),L'Algérien ou les Muses comédiennes,comédie-ballet,3,TRUE,vers libres,TRUE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
1,,5039,Monvel (Jacques-Marie Boutet de Monvel dit),L'Amant Bourru,comédie,3,FALSE,vers libres,FALSE,,2013-05-02 06:25:03 -0400,2013-05-02 06:25:03 -0400
