File Name,Record ID,extra1,extra2,extra3
M119_02_R144_0000n.jpg,,,,
M119_02_R144_0000r.jpg,,,,
M119_02_R144_001n.jpg,,,,
M119_02_R144_002n.jpg,,,,
M119_02_R144_003r.jpg,410,,,
M119_02_R144_004v.jpg,410,,,
M119_02_R144_005r.jpg,417,,,
M119_02_R144_006v.jpg,417,,,
M119_02_R144_007r.jpg,418,,,
M119_02_R144_008v.jpg,418,,,
M119_02_R144_009r.jpg,419,,,
M119_02_R144_010v.jpg,419,,,
M119_02_R144_011r.jpg,420,,,
M119_02_R144_012v.jpg,420,,,
M119_02_R144_013r.jpg,422,,,
M119_02_R144_014v.jpg,422,,,
M119_02_R144_015r.jpg,424,,,
M119_02_R144_016v.jpg,424,,,
M119_02_R144_017r.jpg,425,426 also listed,,
M119_02_R144_018v.jpg,425,426 also listed,,
M119_02_R144_019r.jpg,428,,,
M119_02_R144_020v.jpg,428,,,
M119_02_R144_021r.jpg,429,,,
M119_02_R144_022v.jpg,429,,,
M119_02_R144_023r.jpg,430,,,
M119_02_R144_024v.jpg,430,,,
M119_02_R144_025r.jpg,431,,,
M119_02_R144_026v.jpg,431,,,
M119_02_R144_027r.jpg,432,,,
M119_02_R144_028v.jpg,432,,,
M119_02_R144_029r.jpg,433,,,
M119_02_R144_030v.jpg,433,,,
M119_02_R144_031r.jpg,434,,,
M119_02_R144_032v.jpg,434,,,
M119_02_R144_033r.jpg,435,,,
M119_02_R144_034v.jpg,435,,,
M119_02_R144_035r.jpg,436,,,
M119_02_R144_036v.jpg,436,,,
M119_02_R144_037r.jpg,437,,,
M119_02_R144_038v.jpg,437,,,
M119_02_R144_039r.jpg,438,,,
M119_02_R144_040v.jpg,438,,,
M119_02_R144_041r.jpg,439,,,
M119_02_R144_042v.jpg,439,,,
M119_02_R144_043r.jpg,440,,,
M119_02_R144_044v.jpg,440,,,
M119_02_R144_045r.jpg,441,,,
M119_02_R144_046v.jpg,441,,,
M119_02_R144_047r.jpg,442,,,
M119_02_R144_048v.jpg,442,,,
M119_02_R144_049r.jpg,443,,,
M119_02_R144_050v.jpg,443,,,
M119_02_R144_051r.jpg,444,,,
M119_02_R144_052v.jpg,444,,,
M119_02_R144_053r.jpg,445,,,
M119_02_R144_054v.jpg,445,,,
M119_02_R144_055r.jpg,446,,,
M119_02_R144_056v.jpg,446,,,
M119_02_R144_057r.jpg,447,,,
M119_02_R144_058v.jpg,447,,,
M119_02_R144_059r.jpg,448,,,
M119_02_R144_060v.jpg,448,,,
M119_02_R144_061r.jpg,449,,,
M119_02_R144_062v.jpg,449,,,
M119_02_R144_063r.jpg,450,,,
M119_02_R144_064v.jpg,450,,,
M119_02_R144_065r.jpg,451,,,
M119_02_R144_066v.jpg,451,,,
M119_02_R144_067r.jpg,452,,,
M119_02_R144_068v.jpg,452,,,
M119_02_R144_069r.jpg,453,,,
M119_02_R144_070v.jpg,453,,,
M119_02_R144_071r.jpg,454,,,
M119_02_R144_072v.jpg,454,,,
M119_02_R144_073r.jpg,455,,,
M119_02_R144_074v.jpg,455,,,
M119_02_R144_075r.jpg,456,,,
M119_02_R144_076v.jpg,456,,,
