Id,Author,Title,Genre,Created At,Updated At,Acts,Prose Vers,Prologue,Musique Danse Machine
5722,Anonyme,Le Petit maître de campagne ou le Vicomte de Génicourt,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5721,Raisin (Jean-Baptiste),Le Petit homme de la foire,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5720,Anonyme,Le Père supposé,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,0,false,false
5719,Pellegrin (Simon-Joseph),Le Père intéressé ou les Vrais amis,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
5718,Pellegrin (Simon-Joseph),Le Pastor fido,pastorale héroïque,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,vers,true,false
5717,Champmeslé (Charles Chevillet dit),Le Parisien,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
5716,De Launay,Le Paresseux,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,vers,true,false
5715,Hermite (Tristan l'),Le Parasite,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
5714,Dancourt (Florent Carton dit),Le notaire obligeant ou les Fonds perdus,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,prose,false,false
5713,Raisin (Jean-Baptiste),Le Niais de Sologne,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5712,Dufresny (Charles Rivière),Le Négligent,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,prose,true,false
5711,Boursault (Edme),Le médecin volant,comédie burlesque,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,vers,false,false
5710,Anonyme,Le Médecin de village,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5709,Merville (Michel Guyot de),Le Médecin de l'esprit,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5708,Anonyme,Le Marquis de l'industrie,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,5,vers,false,false
5707,Fagan (Christophe Barthélémy Fagan de Lugny dit),Le Marié sans le savoir,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5706,Poisson (Philippe),Le Mariage fait par lettre de change,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,false,false
5705,Montfleury (Antoine Jacob),Le Mariage de rien,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,vers,false,false
5704,De Visé (Jean Donneau),Le mariage de Bacchus et d'Ariane,comédie héroique,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,3,vers,false,false
5703,Audierne (Jacques),Le Mari égaré,comédie,2013-12-16 12:46:37 -0500,2013-12-16 12:46:37 -0500,1,prose,true,false
