id,new id,title,author,genre,g2,g3
91,248,Le Cercle ou la Soirée à la mode,Antoine-Alexandre-Henri Poinsinet ,comédie,,
1343,248,Le Cercle ou la Soirée à la mode,,,,
92,249,Le Charivari,,Florent Carton dit Dancourt,comédie,
871,249,Le Charivari,,Florent Carton,comédie,
257,251,Le Chevalier français à Londres,Claude-Joseph Dorat ,comédie,,
402,252,Le Chevalier français à Turin,Claude-Joseph  Dorat,comédie,,
4240,253,Le Chevalier sans peur et sans reproche ou Les [...] de Bayard,,,,
4252,253,Le Chevalier sans peur ou Les Amours de Bayard,,,,
4825,253,Le Chevalier sans peur ou Les Amours de Bayard,Mouvel, ,,
853,250,Le Chevalier à la mode,Florent Carton; de Saint-Yon / Saintyon / Sainctyon,,comédie,
892,250,Le Chevalier à la mode,Florent Carton; de Saint-Yon / Saintyon / Sainctyon,,comédie,
947,250,Le Chevalier à la mode,Florent Carton dit Dancourt; de Saint-Yon / Saintyon / Sainctyon,comédie,,
290,250,Le Chevalier à la mode,Florent Carton dit Dancourt,comédie,,
847,250,Le Chevalier à la mode,Marc-Antoine Legrand / Le Grand,,Comédie,
1145,254,Le Chirurgien de village,M. Victor Simon ,comédie,,
94,255,Le Cid,Pierre Corneille,tragédie,,
849,256,Le Cocher Supposé ,Noël Lebreton de Hauteroche,Comédie,,
95,256,Le Cocher supposé ,Noël Lebreton de Hauteroche,comédie,,
848,257,Le Complaisant ,Antoine de Fériol de Pont-de-Veyle,Comédie,,
347,261,Le Comte d'Essex,Thomas Corneille,tragédie,,
4549,258,Le Comte de Comminges,,,,
4548,258,Le Comte de Comminges,,,,
4545,258,Le Comte de Comminges,,,,
4670,258,Le Comte de Comminges,,,,
4660,258,Le Comte de Comminges,,,,
4644,258,Le Comte de Comminges,,,,
4614,258,Le Comte de Comminges,,,,
4611,258,Le Comte de Comminges,,,,
4598,258,Le Comte de Comminges,,,,
4589,258,Le Comte de Comminges,,,,
4586,258,Le Comte de Comminges,,,,
4584,258,Le Comte de Comminges,,,,
4580,258,Le Comte de Comminges,,,,
4571,258,Le Comte de Comminges,,,,
4643,258,Le Comte de Comminges,,,,
4566,258,Le Comte de Comminges,,,,
4562,258,Le Comte de Comminges,,,,
4559,258,Le Comte de Comminges,,,,
4554,258,Le Comte de Comminges,,,,
4552,258,Le Comte de Comminges,,,,
97,259,Le Comte de Warwick,,Jean-François de la Harpe,tragédie,
816,261,Le Comte d’Essex,Thomas Corneille,Tragédie,,
4785,264,Le Conciliateur ou L' Homme aimable,,M. Charles-Albert Demoustier,comédie,
98,265,Le Consentement forcé,,Michel Guyot de Merville,,comédie
4817,266,Le Conteur ou Les Deux postes,M. Louis-Benoît Picard ,comédie,,
4567,267,Le Couvent  au ...,,,,
4718,267,Le Couvent  au ...,,,,
4520,267,Le Couvent  au ...,,,,
4587,267,Le Couvent  au ...,,,,
4579,267,Le Couvent  au ...,,,,
4576,267,Le Couvent  au ...,,,,
4534,267,Le Couvent  au ...,,,,
4526,267,Le Couvent  au ...,,,,
4634,267,Le Couvent  au ...,,,,
4689,267,Le Couvent  au ...,,,,
4599,267,Le Couvent  au ...,,,,
4590,267,Le Couvent  au ...,,,,
4570,267,Le Couvent  au ...,,,,
4528,267,Le Couvent  au ...,,,,
4537,267,Le Couvent  au ...,,,,
4543,267,Le Couvent  au ...,,,,
4532,267,Le Couvent  au ...,,,,
4561,267,Le Couvent  au ...,,,,
4522,267,Le Couvent  au ...,,,,
4524,267,Le Couvent  au ...,,,,
4540,267,Le Couvent  au ...,,,,
4803,267,Le Couvent ou les Fruits du caractère et de l'éducation,M. Pierre Laujon,comédie,,
274,268,Le Curieux impertinent,Philippe Néricault dit Destouches ,comédie,,
356,246,Le Célibataire ,Claude-Joseph Dorat ,comédie,,
1327,270,Le Dejeuné Interrompu,,,,
1693,270,Le Dejeuné Interrompu,,,,
1133,273,Le Deuil,Thomas Corneille,comédie,,
803,273,Le Deuil,Thomas Corneille,Comédie,,
344,273,Le Deuil,Thomas Corneille,comédie,,
1362,274,Le Dissipateur ou l' Honnête friponne ,Philippe Néricault dit Destouches ,comédie,,
783,274,Le Dissipateur ou l' Honnête friponne ,Philippe Néricault dit Destouches ,Comédie,,
858,274,Le Dissipateur ou l'Honnête friponne,Philippe Néricault,comédie,,
292,274,Le Dissipateur ou l'Honnête friponne,Philippe Néricault dit Destouches ,comédie,,
102,275,Le Distrait,Jean-François Regnard,comédie,,
383,276,Le Double Veuvage ,Charles du Fresny / Dufresny,comédie,,
263,277,Le Droit du seigneur, ,François-Marie Arouet dit Voltaire,comédie,
99,269,Le Dédit,Charles du Fresny / Dufresny,comédie,,
4495,271,Le Dénouement imprévu,,M. Pierre Carlet de Chamblain de Marivaux dit Marivaux et M. François Parfaict,comédie,
100,272,Le Dépit amoureux ,Jean-Baptiste Poquelin dit Molière,comédie,,
888,272,Le Dépit amoureux ,Jean-Baptiste Poquelin ,comédie,,
4141,279,Le Fabriquant de Londres,Fenouillot de Falbaire ,drame,,
4140,279,Le Fabriquante de Londres,Fenouillot de Failbaire,drame,,
103,281,Le Fat puni,Antoine de Fériol de Pont-de-Veyle,comédie,,
4808,283,Le Faux insouciant,,M. Louis Jean Baptiste Simonnet de Maisonneuve,comédie,
4438,284,Le Faux noble,M. Michel-Paul-Guy de Chabanon,comédie,,
104,285,Le Faux savant ,Jacques du Vaure,comédie,,
105,286,Le Festin de Pierre,,Thomas Corneille; Jean-Baptiste Poquelin dit Molière,,comédie
891,286,Le Festin de Pierre,,Thomas Corneille; Jean-Baptiste Poquelin ,comédie,
838,286,Le Festin de Pierre,,Thomas Corneille,Comédie,
1361,286,Le Festin de pierre,,Thomas Corneille; Jean-Baptiste Poquelin dit Molière,,comédie
835,286,Le Festin de pierre,,Thomas Corneille; Jean-Baptiste Poquelin dit Molière,,Comédie
3836,316,Le Figaro - Beaumarchais,,,,
3499,316,Le Figaro - Beaumarchais,,,,
4090,316,Le Figaro - Beaumarchais,,,,
1364,287,Le Fils naturel ou les Epreuves de la vertu,Denis Diderot,comédie,,
1163,289,Le Flatteur,M. Étienne François de Lantier,comédie,,
4219,289,Le Flatteur,,,,
1341,290,Le Florentin,,,,
106,290,Le Florentin,,Charles Chevillet; Jean de La Fontaine,,comédie
4714,103,Le Fou par amour,,,,
4727,103,Le Fou par amour,,,,
4722,103,Le Fou par amour,,,,
1356,291,Le Français à Londres,,Louis de Boissy dit Bonnefoy,comédie,
107,291,Le Français à Londres,,Louis de Boissy ,comédie,
841,293,Le Galant Jardinier,,Florent Carton dit Dancourt,Comédie,
1351,292,Le Galant coureur ou l' Ouvrage d'un moment,Marc-Antoine Legrand / Le Grand,,comédie,
358,292,Le Galant coureur ou l'Ouvrage d'un moment,,Marc-Antoine Legrand / Le Grand,,comédie
905,293,Le Galant jardinier,,Florent Carton,comédie,
109,293,Le Galant jardinier,,Florent Carton dit Dancourt,comédie,
861,295,Le Glorieux,Philippe Néricault,comédie,,
931,295,Le Glorieux,Marc-Antoine Legrand / Le Grand,,comédie,
111,295,Le Glorieux,Philippe Néricault dit Destouches ,comédie,,
113,296,Le Grondeur,"David-Augustin de Brueys; Jean de Palaprat, seigneur de Bigot",,comédie,
912,296,Le Grondeur,Jean-François Regnard,comédie,,
110,294,Le Gâteau des rois ou Monsieur Petau,Barthélémy Imbert,,comédie,
4539,,Le Jaloux,,,,
4529,,Le Jaloux,,,,
1733,299,Le Jaloux,M. Marc-Antoine-Jacques Rochon de Chabannes ,comédie,,
4717,,Le Jaloux,,,,
4533,,Le Jaloux,,,,
2959,299,Le Jaloux - Rochon,,,,
3912,299,Le Jaloux - Rochon,,,,
2446,299,Le Jaloux - Rochon,,,,
2260,299,Le Jaloux - Rochon,,,,
3898,299,Le Jaloux - Rochon,,,,
3278,299,Le Jaloux - Rochon,,,,
2478,299,Le Jaloux - Rochon,,,,
1752,299,Le Jaloux - Rochon,,,,
2483,299,Le Jaloux - Rochon,,,,
3616,299,Le Jaloux - Rochon,,,,
2496,299,Le Jaloux - Rochon,,,,
2241,299,Le Jaloux - Rochon,,,,
2506,299,Le Jaloux - Rochon,,,,
3283,299,Le Jaloux - Rochon,,,,
2511,299,Le Jaloux - Rochon,,,,
2516,299,Le Jaloux - Rochon,,,,
2529,299,Le Jaloux - Rochon,,,,
2227,299,Le Jaloux - Rochon,,,,
2217,299,Le Jaloux - Rochon,,,,
2539,299,Le Jaloux - Rochon,,,,
2204,299,Le Jaloux - Rochon,,,,
2199,299,Le Jaloux - Rochon,,,,
2553,299,Le Jaloux - Rochon,,,,
3296,299,Le Jaloux - Rochon,,,,
2572,299,Le Jaloux - Rochon,,,,
3306,299,Le Jaloux - Rochon,,,,
3621,299,Le Jaloux - Rochon,,,,
3320,299,Le Jaloux - Rochon,,,,
2604,299,Le Jaloux - Rochon,,,,
1762,299,Le Jaloux - Rochon,,,,
2609,299,Le Jaloux - Rochon,,,,
2167,299,Le Jaloux - Rochon,,,,
2622,299,Le Jaloux - Rochon,,,,
2632,299,Le Jaloux - Rochon,,,,
2148,299,Le Jaloux - Rochon,,,,
2646,299,Le Jaloux - Rochon,,,,
3634,299,Le Jaloux - Rochon,,,,
2665,299,Le Jaloux - Rochon,,,,
3339,299,Le Jaloux - Rochon,,,,
2134,299,Le Jaloux - Rochon,,,,
2124,299,Le Jaloux - Rochon,,,,
3155,299,Le Jaloux - Rochon,,,,
2111,299,Le Jaloux - Rochon,,,,
3888,299,Le Jaloux - Rochon,,,,
3644,299,Le Jaloux - Rochon,,,,
2106,299,Le Jaloux - Rochon,,,,
1869,299,Le Jaloux - Rochon,,,,
3658,299,Le Jaloux - Rochon,,,,
2768,299,Le Jaloux - Rochon,,,,
1776,299,Le Jaloux - Rochon,,,,
2773,299,Le Jaloux - Rochon,,,,
2786,299,Le Jaloux - Rochon,,,,
2074,299,Le Jaloux - Rochon,,,,
3136,299,Le Jaloux - Rochon,,,,
2796,299,Le Jaloux - Rochon,,,,
2810,299,Le Jaloux - Rochon,,,,
2829,299,Le Jaloux - Rochon,,,,
3677,299,Le Jaloux - Rochon,,,,
3870,299,Le Jaloux - Rochon,,,,
2055,299,Le Jaloux - Rochon,,,,
3875,299,Le Jaloux - Rochon,,,,
2931,299,Le Jaloux - Rochon,,,,
2936,299,Le Jaloux - Rochon,,,,
2041,299,Le Jaloux - Rochon,,,,
2031,299,Le Jaloux - Rochon,,,,
2949,299,Le Jaloux - Rochon,,,,
3122,299,Le Jaloux - Rochon,,,,
2018,299,Le Jaloux - Rochon,,,,
2013,299,Le Jaloux - Rochon,,,,
2973,299,Le Jaloux - Rochon,,,,
2992,299,Le Jaloux - Rochon,,,,
3112,299,Le Jaloux - Rochon,,,,
1855,299,Le Jaloux - Rochon,,,,
1795,299,Le Jaloux - Rochon,,,,
1981,299,Le Jaloux - Rochon,,,,
3099,299,Le Jaloux - Rochon,,,,
1962,299,Le Jaloux - Rochon,,,,
3094,299,Le Jaloux - Rochon,,,,
1948,299,Le Jaloux - Rochon,,,,
1938,299,Le Jaloux - Rochon,,,,
4355,299,Le Jaloux - Rochon,,,,
4354,299,Le Jaloux - Rochon,,,,
4353,299,Le Jaloux - Rochon,,,,
1925,299,Le Jaloux - Rochon,,,,
1920,299,Le Jaloux - Rochon,,,,
3931,299,Le Jaloux - Rochon,,,,
1827,299,Le Jaloux - Rochon,,,,
1845,299,Le Jaloux - Rochon,,,,
1734,299,Le Jaloux - Rochon,,,,
1832,299,Le Jaloux - Rochon,,,,
1739,299,Le Jaloux - Rochon,,,,
1888,299,Le Jaloux - Rochon,,,,
2334,299,Le Jaloux - Rochon,,,,
2353,299,Le Jaloux - Rochon,,,,
2320,299,Le Jaloux - Rochon,,,,
2310,299,Le Jaloux - Rochon,,,,
2297,299,Le Jaloux - Rochon,,,,
2385,299,Le Jaloux - Rochon,,,,
2390,299,Le Jaloux - Rochon,,,,
2292,299,Le Jaloux - Rochon,,,,
2403,299,Le Jaloux - Rochon,,,,
2413,299,Le Jaloux - Rochon,,,,
2427,299,Le Jaloux - Rochon,,,,
114,300,Le Jaloux désabusé,,Jean-Galbert de Campistron ,comédie,
1505,301,Le Jaloux sans amour, ,,,
4703,301,Le Jaloux sans amour, ,,,
4285,301,Le Jaloux sans amour, ,,,
3545,301,Le Jaloux sans amour, ,M. Barthélémy Imbert,comédie,
4147,301,Le Jaloux sans amour, ,,,
4687,301,Le Jaloux sans amour, ,,,
1497,301,Le Jaloux sans amour, ,,,
4301,301,Le Jaloux sans amour, ,,,
1107,301,Le Jaloux sans amour, ,,,
1098,301,Le Jaloux sans amour, ,,,
1099,301,Le Jaloux sans amour, ,,,
1498,301,Le Jaloux sans amour, ,,,
1097,301,Le Jaloux sans amour par Imbert,,,,
1496,301,Le Jaloux sans amour par Imbert,,,,
4830,301,Le Jaloux sans amour par Imbert,,,,
115,303,Le Joueur,Jean-François Regnard,comédie,,
4609,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
4828,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
4628,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
4606,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
4829,304,Le Journaliste des ombres our Momus aux champs élysées ,Anele,comédie,,
4617,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
4632,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
4622,304,Le Journaliste des ombres our Momus aux champs élysées ,,,,
117,306,Le Legs ,Pierre Carlet de Chamblain de Marivaux,,comédie,
116,305,Le Légataire universel,Jean-François Regnard,comédie,,
1367,307,Le Magnifique,,,,
206,307,Le Magnifique,Antoine Houdar / Houdard de La Motte / La Mothe ,comédie,,
1365,307,Le Magnifique,Racine, ,,
4818,308,Le Maire de village,,M. Louis de Boissy dit Bonnefoy,,opéra
118,309,Le Malade imaginaire, ,Jean-Baptiste Poquelin dit Molière,comédie,
904,309,Le Malade imaginaire, ,Jean-Baptiste Poquelin ,comédie,
830,310,Le Malheureux Imaginaire,Claude-Joseph Dorat ,Comédie,,
829,310,Le Malheureux imaginaire,Claude-Joseph Dorat ,Comédie,,
119,311,Le Marchand de Smyrne,,Sébastien-Roch-Nicholas de Chamfort,comédie,
4729,312,Le Mari Directeur ,,,,
4734,312,Le Mari Directeur ,,,,
806,313,Le Mari Retrouvé,Florent Carton dit Dancourt,Comédie,,
4771,312,Le Mari directeur ou Le Déménagement du couvent ,M. Claude-Marie Louis-Emmanuel Carbon de Flins des Oliviers ,comédie,,
873,313,Le Mari retrouvé,Florent Carton,comédie,,
120,313,Le Mari retrouvé,Florent Carton dit Dancourt,comédie,,
343,315,Le Mariage clandestin,,Pierre-René Le Monnier / Lemonnier,comédie,
2819,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
3145,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2343,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
1971,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2436,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
3667,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
3329,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
1878,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
1785,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2250,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2157,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
3921,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2655,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2982,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2562,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
2064,316,Le Mariage de Figaro (La Folle journée) - Beaumarchais ,,,,
4080,316,Le Mariage de Figaro - Beaumarchais,,,,
2348,316,Le Mariage de Figaro - Beaumarchais,,,,
3492,316,Le Mariage de Figaro - Beaumarchais,,,,
3489,316,Le Mariage de Figaro - Beaumarchais,,,,
2255,316,Le Mariage de Figaro - Beaumarchais,,,,
3150,316,Le Mariage de Figaro - Beaumarchais,,,,
1883,316,Le Mariage de Figaro - Beaumarchais,,,,
3672,316,Le Mariage de Figaro - Beaumarchais,,,,
2824,316,Le Mariage de Figaro - Beaumarchais,,,,
1790,316,Le Mariage de Figaro - Beaumarchais,,,,
3926,316,Le Mariage de Figaro - Beaumarchais,,,,
2441,316,Le Mariage de Figaro - Beaumarchais,,,,
4083,316,Le Mariage de Figaro - Beaumarchais,,,,
3334,316,Le Mariage de Figaro - Beaumarchais,,,,
2162,316,Le Mariage de Figaro - Beaumarchais,,,,
2660,316,Le Mariage de Figaro - Beaumarchais,,,,
3826,316,Le Mariage de Figaro - Beaumarchais,,,,
2987,316,Le Mariage de Figaro - Beaumarchais,,,,
3829,316,Le Mariage de Figaro - Beaumarchais,,,,
2567,316,Le Mariage de Figaro - Beaumarchais,,,,
4156,316,Le Mariage de Figaro - Beaumarchais,,,,
4151,316,Le Mariage de Figaro - Beaumarchais,,,,
1976,316,Le Mariage de Figaro - Beaumarchais,,,,
2069,316,Le Mariage de Figaro - Beaumarchais,,,,
121,317,Le Mariage fait et rompu,Charles du Fresny / Dufresny,comédie,,
1547,318,Le Mariage forcé,,,,
1178,318,Le Mariage forcé,,,,
1141,318,Le Mariage forcé,M. Jean-Baptiste Poquelin dit Molière,comédie,,
1257,318,Le Mariage forcé,,,,
1259,318,Le Mariage forcé,,,,
937,318,Le Mariage forcé,Jean-Baptiste Poquelin dit Molière,,,
1278,318,Le Mariage forcé,,,,
1646,318,Le Mariage forcé,,,,
1628,318,Le Mariage forcé,,,,
1626,318,Le Mariage forcé,,,,
936,319,Le Mariage interrompu,,Jean-François Cailhava d’Estendoux,,
1708,319,Le Mariage interrompu ou la fille supposée,,M. Jean-François Cailhava d'Estendoux,comédie,
4330,321,Le Mariage secret ,,,,
4264,321,Le Mariage secret ,,,,
4688,321,Le Mariage secret ,,,,
4560,321,Le Mariage secret ,,,,
4230,321,Le Mariage secret ,,,,
4288,321,Le Mariage secret ,,,,
4178,321,Le Mariage secret ,,,,
3610,321,Le Mariage secret ,M. Jean Louis Brousse-Desfaucherets,comédie,,
4183,321,Le Mariage secret ,,,,
4302,321,Le Mariage secret ,,,,
4573,321,Le Mariage secret ,,,,
4190,321,Le Mariage secret ,,,,
4194,321,Le Mariage secret ,,,,
4748,321,Le Mariage secret ,,,,
4343,321,Le Mariage secret ,,,,
4210,321,Le Mariage secret ,,,,
4162,321,Le Mariage secret ,,,,
4155,321,Le Mariage secret ,,,,
4563,321,Le Mariage secret ,,,,
4150,321,Le Mariage secret ,,,,
4259,321,Le Mariage secret ,,,,
4146,321,Le Mariage secret - Desfaucheret? ,,,,
4450,530,Le Marius,,,,
4466,530,Le Marius,,,,
4462,530,Le Marius,,,,
4458,530,Le Marius,,,,
4456,530,Le Marius,,,,
4452,530,Le Marius,,,,
4451,530,Le Marius,,,,
125,327,Le Menteur ,Pierre Corneille,comédie,,
815,327,Le Menteur ,Charles Collé,Comédie,,
126,328,Le Mercure galant ou la Comédie sans titre,,Edme Boursault,comédie,
1342,328,Le Mercure galant ou la Comédie sans titre,,,,
1706,328,Le Mercure galant ou la comédie sans titre,,Edme Boursault,comédie,
950,328,Le Mercure galant ou la comédiesans titre,Edme Boursault,comédie,,
899,329,Le Misanthrope ,Jean-Baptiste Poquelin ,comédie,,
127,329,Le Misanthrope ,Jean-Baptiste Poquelin dit Molière,comédie,,
4809,330,Le Monsieur de Crac dans son petit castel,,,,
128,330,Le Moulin de Javelle, ,Florent Carton dit Dancourt,comédie,
910,330,Le Moulin de Javelle, ,Florent Carton,comédie,
129,331,Le Muet ,"David-Augustin de Brueys; Jean de Palaprat, seigneur de Bigot",,comédie,
122,322,Le Méchant ,Jean-Baptiste-Louis Gresset,comédie,,
276,323,Le Médecin de l'amour,,Louis Anseaume; Pierre-Augustin Lefèvre de Marcouville dit Marcouville ,"musique, opéra comique, vaudeville, vers",
864,324,Le Médecin malgré lui,,Jean-Baptiste Poquelin ,comédie,
877,324,Le Médecin malgré lui,,Jean-Baptiste Poquelin ,comédie,
939,324,Le Médecin malgré lui,,Jean-Baptiste Poquelin dit Molière,comédie,
773,324,Le Médecin malgré lui,,Jean-Baptiste Poquelin dit Molière,Comédie,
123,324,Le Médecin malgré lui,,Jean-Baptiste Poquelin dit Molière,comédie,
124,325,Le Médecin par occasion ,Louis de Boissy ,comédie,,
1007,326,Le Médisant,Philippe Néricault dit Destouches ,comédie,,
255,326,Le Médisant,Philippe Néricault dit Destouches ,comédie,,
824,333,Le Naufrage de Crispin,Joseph de la Font,,Comédie,
828,333,Le Naufrage ou La Pompe funèbre de Crispin,,Joseph de la Font,,Comédie
819,333,Le Naufrage ou la Pompe funèbre de Crispin,,Joseph de la Font,,Comédie
4457,333,Le Naufrage ou la Pompe funèbre de Crispin,,Joseph de la Font,,comédie
259,333,Le Naufrage ou la Pompe funèbre de Crispin,,Joseph de la Font,,comédie
3529,239,Le Negociant,,,,
3866,239,Le Negociant,,,,
4120,239,Le Negociant,,,,
4516,340,Le Philinte de Molière ou la Suite du Misanthrope,,M. Philippe-François-Nazaire Fabre dit Fabre d'Églantine ,comédie,
4527,340,Le Philiste de Molière,,,,
4544,340,Le Philiste de Molière,,,,
895,341,Le Philosophe marié ou le Mari honteux de l'être,Philippe Néricault,comédie,,
387,341,Le Philosophe marié ou le Mari honteux de l'être,Philippe Néricault dit Destouches ,comédie,,
132,342,Le Philosophe sans le savoir,,Michel-Jean Sedaine ,comédie,
264,344,Le Port de mer ,Nicolas Boindin; Antoine Houdar / Houdard de La Motte / La Mothe,comédie,,
4171,345,Le Portrait,,,,
4177,345,Le Portrait,,,,
4823,345,Le Portrait,,,,
4384,349,Le Prix académique,,M. Pierre-Germain Parisau / Pariseau ,comédie,
134,350,Le Procureur arbitre, ,Philippe Poisson,comédie,
133,347,Le Préjugé vaincu ,Pierre Carlet de Chamblain de Marivaux,,comédie,
208,346,Le Préjugé à la mode, ,Pierre-Claude Nivelle de La Chaussée ,comédie,
4453,348,Le Présomptueux ou l'heureux imaginaire,M. Philippe-François-Nazaire Fabre dit Fabre d'Églantine ,comédie,,
1366,336,Le Père de famille,,Denis Diderot,drame,
130,336,Le Père de famille,,Denis Diderot,comédie,
1340,336,Le Père de famille,,,,
1151,351,Le Quiproquo,,M. François-René Molé,comédie,
1154,352,Le Rendez-vous du mari ou le mari à la mode,M. Pierre-Nicolas André dit de Murville,comédie,,
1132,353,Le Rendez-vous ou L’amour supposé ,,comédie, Christophe-Barthélémy Fagan de Lugny,
758,353,Le Rendez-vous ou l' amour supposé,Christophe-Barthélémy Fagan de Lugny ,Comédie,,
336,353,Le Rendez-vous ou l'amour supposé ,Christophe-Barthélémy Fagan de Lugny ,comédie,,
799,356,Le Retour Imprévu ,Jean-François Regnard,Comédie,,
1603,354,Le Retour des officiers ,,,,
1234,354,Le Retour des officiers ,,,,
1236,354,Le Retour des officiers ,,,,
1031,354,Le Retour des officiers ,,,,
1605,354,Le Retour des officiers ,,,,
1475,354,Le Retour des officiers ,,,,
1482,354,Le Retour des officiers ,,,,
1438,354,Le Retour des officiers ,,,,
1150,354,Le Retour des officiers ,Sieur Florent Carton dit Dancourt ,comédie,,
1249,354,Le Retour des officiers ,,,,
1444,354,Le Retour des officiers ,,,,
1093,354,Le Retour des officiers ,,,,
1083,354,Le Retour des officiers ,,,,
1037,354,Le Retour des officiers ,,,,
1492,354,Le Retour des officiers ,,,,
1075,354,Le Retour des officiers ,,,,
1618,354,Le Retour des officiers ,,,,
4793,355,Le Retour du mari ,vicomte Joseph-Alexandre de Ségur dit Ségur jeune,comédie,,
136,356,Le Retour imprévu ,Jean-François Regnard,comédie,,
4721,357,Le Reveil d’Epimencle,,,,
4669,357,Le Reveil d’Epimencle,,,,
4612,357,Le Reveil d’Epimencle,,,,
4602,357,Le Reveil d’Epimencle,,,,
4608,357,Le Reveil d’Epimencle,,,,
4699,357,Le Reveil d’Epimencle,,,,
4600,357,Le Reveil d’Epimencle,,,,
4646,357,Le Reveil d’Epimencle,,,,
4605,357,Le Reveil d’Epimencle,,,,
4667,357,Le Reveil d’Epimencle,,,,
4661,357,Le Reveil d’Epimencle,,,,
1721,360,Le Roi Lear,William Shakespeare ,tragédie,,
1662,360,Le Roi Léar,,,,
3687,360,Le Roi Léar,,,,
3941,360,Le Roi Léar,,,,
2839,360,Le Roi Léar,,,,
1991,360,Le Roi Léar,,,,
1296,360,Le Roi Léar,,,,
1312,360,Le Roi Léar,,,,
1316,360,Le Roi Léar,,,,
1320,360,Le Roi Léar,,,,
1325,360,Le Roi Léar,,,,
1330,360,Le Roi Léar,,,,
2456,360,Le Roi Léar,,,,
2084,360,Le Roi Léar,,,,
1805,360,Le Roi Léar,,,,
3349,360,Le Roi Léar,,,,
2675,360,Le Roi Léar,,,,
3165,360,Le Roi Léar,,,,
2582,360,Le Roi Léar,,,,
2177,360,Le Roi Léar,,,,
2270,360,Le Roi Léar,,,,
1678,360,Le Roi Léar,,,,
1682,360,Le Roi Léar,,,,
1686,360,Le Roi Léar,,,,
1691,360,Le Roi Léar,,,,
1696,360,Le Roi Léar,,,,
1898,360,Le Roi Léar,,,,
2363,360,Le Roi Léar,,,,
3002,360,Le Roi Léar,,,,
1289,360,Le Roi Léar - Ducis,,,,
1309,360,Le Roi Léar - Ducis,,,,
1660,360,Le Roi Léar - Ducis,,,,
1655,360,Le Roi Léar - Ducis,,,,
1288,360,Le Roi Léar - Ducis,,,,
1291,360,Le Roi Léar - Ducis,,,,
1294,360,Le Roi Léar - Ducis,,,,
1295,360,Le Roi Léar - Ducis,,,,
1663,360,Le Roi Léar - Ducis,,,,
1297,360,Le Roi Léar - Ducis,,,,
1298,360,Le Roi Léar - Ducis,,,,
1672,360,Le Roi Léar - Ducis,,,,
1664,360,Le Roi Léar - Ducis,,,,
1301,360,Le Roi Léar - Ducis,,,,
1667,360,Le Roi Léar - Ducis,,,,
1657,360,Le Roi Léar - Ducis,,,,
1654,360,Le Roi Léar - Ducis,,,,
1656,360,Le Roi Léar - Ducis,,,,
1670,360,Le Roi Léar - Ducis,,,,
1304,360,Le Roi Léar - Ducis,,,,
1290,360,Le Roi Léar - Ducis,,,,
1675,360,Le Roi Léar - Ducis,,,,
1661,360,Le Roi Léar - Ducis,,,,
1306,360,Le Roi Léar - Ducis,,,,
1310,359,Le Roi de Cocagne ,,,,
1127,359,Le Roi de Cocagne ,,,,
1317,359,Le Roi de Cocagne ,,,,
1284,359,Le Roi de Cocagne ,,,,
1128,359,Le Roi de Cocagne ,,,,
1281,359,Le Roi de Cocagne ,,,,
1129,359,Le Roi de Cocagne ,,,,
3484,359,Le Roi de Cocagne ,,,,
1124,359,Le Roi de Cocagne ,,,,
3502,359,Le Roi de Cocagne ,,,,
4076,359,Le Roi de Cocagne ,,,,
3839,359,Le Roi de Cocagne ,,,,
1159,359,Le Roi de Cocagne ,M. Marc-Antoine Legrand / Le Grand,comédie,,
1122,359,Le Roi de Cocagne ,,,,
1121,359,Le Roi de Cocagne ,,,,
1120,359,Le Roi de Cocagne ,,,,
1119,359,Le Roi de Cocagne ,,,,
1112,359,Le Roi de Cocagne ,,,,
1117,359,Le Roi de Cocagne ,,,,
1114,359,Le Roi de Cocagne ,,,,
1116,359,Le Roi de Cocagne ,,,,
1126,359,Le Roi de Cocagne ,,,,
1651,359,Le Roi de Cocagne ,,,,
1649,359,Le Roi de Cocagne ,,,,
1668,359,Le Roi de Cocagne ,,,,
3822,359,Le Roi de Cocagne ,,,,
