id,author,title,genre,acts,prologue,prose_vers,musique_danse_machine,date_de_creation
4896,Marmontel (Jean-François),Cléopâtre,tragédie,5,FALSE,vers,FALSE,12/14/1780
5500,La Chapelle (Jean de),Cléopâtre,tragédie,5,FALSE,vers,FALSE,20 MAI 1750
4897,Dancourt (Florent Carton dit),Colin-Maillard,comédie,1,FALSE,prose,TRUE,
4966,Saint-Foix (Germain-François Poullain de),Colonie (La),comédie,3,TRUE,prose,FALSE,10/28/1701
5587,Dancourt (Florent Carton dit),Comédie des comédiens ou l'Amour charlatan (La),comédie,3,FALSE,prose,TRUE,10/25/1749
5674,"Montfleury (Antoine Jacob, dit)",Comédien poète (Le),comédie,5,FALSE,vers,TRUE,
5588,Fontenelle (Bernard le Bouyier de),Comète (La),comédie,1,FALSE,prose,TRUE,
5088,"Pont-de-Veyle (Antoine de Fériol, comte de)",Complaisant (Le),comédie,5,FALSE,prose,TRUE,
5092,Corneille (Thomas),Comte d'Essex (Le),tragédie,5,FALSE,vers,FALSE,
5090,La Harpe (Jean François de),Comte de Warwick (Le),tragédie,5,FALSE,vers,FALSE,
5091,Cahusac (Louis de),Comte de Warwick (Le),tragédie,5,FALSE,vers,FALSE,
4968,Molière (Jean-Baptiste Poquelin dit),Comtesse d'Escarbagnas (La),comédie,1,FALSE,prose,TRUE,
4967,"Montesson (Charlotte-Jeanne Béraud de La Haie de Riou, comtesse de)",Comtesse de Chazelle (La),comédie,5,FALSE,vers,FALSE,
5590,"Carcavy (Charles-Alexandre, abbé)",Comtesse de Follenville (La),comédie,1,FALSE,prose,FALSE,6 MAI 1785
5093,Bret (Antoine),Concert (Le),comédie,1,FALSE,prose,TRUE,
5094,Palaprat (Jean de),Concert ridicule (Le),comédie,1,FALSE,prose,TRUE,
5095,Demoustier (Charles-Albert),Conciliateur ou l'Homme aimable (Le),comédie,5,FALSE,vers,FALSE,
5250,Simon (Claude-François),Confidences réciproques (Les),comédie,1,FALSE,vers libres,FALSE,
5096,Guyot de Merville (Michel),Consentement forcé (Le),comédie,1,FALSE,prose,TRUE,3 AOUT 1747
5097,Picard (Louis-Benoît),Conteur ou les Deux postes (Le),comédie,3,FALSE,prose,FALSE,
4970,"La Noue (Jean-Baptiste Simon Sauvé de La Noue, dit)",Coquette corrigée (La),comédie,5,FALSE,vers,FALSE,
4971,Du Fresny (Charles),Coquette de village ou le lot supposé (La),comédie,3,FALSE,vers,FALSE,
4972,Baron,Coquette et la fausse prude (La),comédie,5,FALSE,prose,FALSE,
5251,Lantier (Étienne François de),Coquettes rivales (Les),comédie,5,FALSE,vers,FALSE,
5501,La Fosse (Antoine de),Corésus et Callirhoé,tragédie,5,FALSE,vers,FALSE,6 FEVRIER 1786
