File Name,Record ID,extra1,extra2
M119_02_R143_0000n.jpg,,,
M119_02_R143_0000r.jpg,,,
M119_02_R143_000n.jpg,,,
M119_02_R143_001n.jpg,,,
M119_02_R143_002n.jpg,,,
M119_02_R143_003r.jpg,,,
M119_02_R143_004v.jpg,,,
M119_02_R143_005r.jpg,282,,
M119_02_R143_006v.jpg,282,,
M119_02_R143_007r.jpg,284,,
M119_02_R143_008v.jpg,284,,
M119_02_R143_009r.jpg,285,,
M119_02_R143_010v.jpg,285,,
M119_02_R143_011r.jpg,287,,
M119_02_R143_012v.jpg,287,,
M119_02_R143_013r.jpg,290,,right plays?
M119_02_R143_014v.jpg,290,,
M119_02_R143_015r.jpg,291,,
M119_02_R143_016v.jpg,291,,
M119_02_R143_017r.jpg,292,,
M119_02_R143_018v.jpg,292,,
M119_02_R143_019r.jpg,293,,
M119_02_R143_020v.jpg,293,,
M119_02_R143_021r.jpg,328,,
M119_02_R143_022v.jpg,328,,
M119_02_R143_023r.jpg,329,,
M119_02_R143_024v.jpg,329,,
M119_02_R143_025r.jpg,330,,
M119_02_R143_026v.jpg,330,,
M119_02_R143_027r.jpg,331,,
M119_02_R143_028v.jpg,331,,
M119_02_R143_029r.jpg,332,,
M119_02_R143_030v.jpg,332,,
M119_02_R143_031r.jpg,333,,
M119_02_R143_032v.jpg,333,,
M119_02_R143_033r.jpg,334,,
M119_02_R143_034v.jpg,334,,
M119_02_R143_035r.jpg,335,,
M119_02_R143_036v.jpg,335,,
M119_02_R143_037r.jpg,336,,
M119_02_R143_038v.jpg,336,,
M119_02_R143_039r.jpg,337,,
M119_02_R143_040v.jpg,337,,
M119_02_R143_041r.jpg,338,,
M119_02_R143_042v.jpg,338,,
M119_02_R143_043r.jpg,339,,
M119_02_R143_044v.jpg,339,,
M119_02_R143_045r.jpg,340,,
M119_02_R143_046v.jpg,340,,
M119_02_R143_047r.jpg,341,,
M119_02_R143_048v.jpg,341,,
M119_02_R143_049r.jpg,342,,
M119_02_R143_050v.jpg,342,,
