ext_id|etype|birth_death_years|mainrole|mainform|firstname|firstname1|formcompl|lastname|firstname2|computedform|url
7|Personne|1639-1699|Auteur|RACINE|Jean|Jean||RACINE||jean racine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000007&ref=BIB00036570&p=1
37|Personne|1797-1863|Auteur|VIGNY|Alfred de|Alfred de||VIGNY||alfred de vigny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000037&ref=BIB00036570&p=1
52|Personne|1606-1684|Auteur|CORNEILLE|Pierre|Pierre||CORNEILLE||pierre corneille|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000052&ref=BIB00036570&p=1
57|Personne|1740-1814|Auteur|MERCIER|Louis-Sébastien|Louis-Sébastien||MERCIER||louis-sébastien mercier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000057&ref=BIB00036570&p=1
64|personne|1732-1799|Auteur|BEAUMARCHAIS|Pierre-Augustin Caron de|Pierre-Augustin Caron de||BEAUMARCHAIS||pierre-augustin caron de beaumarchais|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000064&ref=BIB00036570&p=1
67|Personne|1689-07-09 / 1773-01-21|Auteur|Piron|Alexis|Alexis||Piron||alexis piron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000067&ref=BIB00036570&p=1
96|Personne|1622-1673|Auteur|MOLIERE|Jean-Baptiste||Jean-Baptiste Poquelin, dit|Poquelin|Jean-Baptiste|jean-baptiste poquelin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000096&ref=BIB00036570&p=1
169|Personne|1713-1784|Auteur|DIDEROT|Denis|Denis||DIDEROT||denis diderot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000169&ref=BIB00036570&p=1
196|Personne|1564-1616|Auteur|SHAKESPEARE|William|William||SHAKESPEARE||william shakespeare|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000196&ref=BIB00036570&p=1
265|Personne|1688-1763|Auteur|MARIVAUX|Pierre de|Pierre de||MARIVAUX||pierre de marivaux|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000265&ref=BIB00036570&p=1
284|Personne|1609-1650|Auteur|ROTROU|Jean de|Jean de||ROTROU||jean de rotrou|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000284&ref=BIB00036570&p=1
298|Personne|1635-1688|Auteur|QUINAULT|Philippe|Philippe||QUINAULT||philippe quinault|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000298&ref=BIB00036570&p=1
367|Personne|1783-1873|Administrateur|Védel|Alexandre-Louis|Alexandre-Louis|Poulet, dit|Védel|Alexandre-Louis|alexandre-louis védel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000367&ref=BIB00036570&p=1
576|Personne|1707-1793|Auteur|GOLDONI|Carlo|Carlo||GOLDONI||carlo goldoni|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000576&ref=BIB00036570&p=1
709|Personne|1680-1754|Auteur|DESTOUCHES|Philippe Néricault|Philippe Néricault||DESTOUCHES|Philippe|philippe néricault destouches|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000709&ref=BIB00036570&p=1
715|Personne|1655-1709|Auteur|REGNARD|Jean-François|Jean-François||REGNARD||jean-françois regnard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000715&ref=BIB00036570&p=1
886|Personne|1789-1879|Administrateur général|Taylor|Isidore-Justin-Séverin|Isidore-Justin-Séverin|Baron|Taylor||isidore-justin-séverin taylor|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000886&ref=BIB00036570&p=1
944|Personne|1694-1778|Auteur|VOLTAIRE|François Marie|||Arouet|François Marie|françois marie arouet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00000944&ref=BIB00036570&p=1
1180|Personne|1797-1863|Administrateur|Jouslin de la Salle|Armand-François|Armand-François||Jouslin de la Salle||armand-françois jouslin de la salle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001180&ref=BIB00036570&p=1
1201|Personne|1621-1695|Auteur|LA FONTAINE|Jean de|Jean de||LA FONTAINE||jean de la fontaine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001201&ref=BIB00036570&p=1
1309|Personne|1799-1850|Auteur|BALZAC|Honoré de|Honoré de||BALZAC||honoré de balzac|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001309&ref=BIB00036570&p=1
1374|Personne|1794-1852|Administrateur|Cavé|Hygin-Auguste|Hygin-Auguste|dit Edmond|Cavé||hygin-auguste cavé|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001374&ref=BIB00036570&p=1
1475|Personne|1791-1861|Auteur|SCRIBE|Eugène|Eugène||SCRIBE||eugène scribe|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001475&ref=BIB00036570&p=1
1601|Personne|1791-1833|Auteur|Hérold|Ferdinand|Ferdinand||Hérold||ferdinand hérold|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001601&ref=BIB00036570&p=1
1648|Personne|1789-1854|Auteur|VARNER|François-Antoine|François-Antoine||VARNER||françois-antoine varner|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00001648&ref=BIB00036570&p=1
2669|Personne|1793-1871|Comédien|SAMSON|Joseph-Isidore|Joseph-Isidore||SAMSON||joseph-isidore samson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002669&ref=BIB00036570&p=1
2672|Personne|1638-1701|Auteur|BOURSAULT|Edme|Edme||BOURSAULT||edme boursault|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002672&ref=BIB00036570&p=1
2686|Personne|1741-1794|Auteur|CHAMFORT|Sébastien-Roch-Nicolas de|Sébastien-Roch-Nicolas de||CHAMFORT|Sébastien-Roch|sébastien-roch-nicolas de chamfort|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002686&ref=BIB00036570&p=1
2792|Personne|1625-1709|Auteur|CORNEILLE|Thomas|Thomas||CORNEILLE|Thomas|thomas corneille|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002792&ref=BIB00036570&p=1
2796|Personne|1650-1688|Auteur|LA TUILLERIE|Jean-François|Jean-François|Juvenon, sieur de|LA TUILLERIE||jean-françois la tuillerie|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002796&ref=BIB00036570&p=1
2839|Personne|1642-1701|Auteur|CHAMPMESLE|Charles|Charles|Chevillet, sieur de|CHAMPMESLE||charles champmesle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002839&ref=BIB00036570&p=1
2857|Personne|1638-1685|Auteur|BRECOURT|Guillaume|Guillaume|Marcoureau, sieur de|BRECOURT||guillaume brecourt|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002857&ref=BIB00036570&p=1
2866|Personne|1656-1713|Auteur|CAMPISTRON|Jean Galbert de|Jean Galbert de||CAMPISTRON||jean galbert de campistron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002866&ref=BIB00036570&p=1
2901|Personne|1661-1725|Auteur|DANCOURT|Florent|Florent|Carton, sieur|DANCOURT||florent dancourt|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002901&ref=BIB00036570&p=1
2926|Personne|1655-1693|Auteur|RAISIN|Jean-Baptiste|Jean-Baptiste||RAISIN||jean-baptiste raisin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002926&ref=BIB00036570&p=1
2970|Personne|1640-1723|Auteur|BRUEYS|David-Augustin, abbé|David-Augustin, abbé||BRUEYS||david-augustin, abbé brueys|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002970&ref=BIB00036570&p=1
2971|Personne|1650-1721|Auteur|PALAPRAT|Jean|Jean||PALAPRAT||jean palaprat|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00002971&ref=BIB00036570&p=1
3014|Personne|1677-1758|Auteur|LA GRANGE-CHANCEL|Joseph de|Joseph de||LA GRANGE-CHANCEL|François-Joseph de|joseph de la grange-chancel|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003014&ref=BIB00036570&p=1
3106|Personne|1672-1731|Auteur|LA MOTTE|Antoine Houdar de|Antoine Houdar de||LA MOTTE||antoine houdar de la motte|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003106&ref=BIB00036570&p=1
3146|Personne|1674-1762|Auteur|CREBILLON|Prosper Jolyot de|Prosper Jolyot de||CREBILLON||prosper jolyot de crebillon|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003146&ref=BIB00036570&p=1
3157|Personne|1673-1728|Auteur|LE GRAND|Marc-Antoine|Marc-Antoine||LE GRAND||marc-antoine le grand|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003157&ref=BIB00036570&p=1
3159|Personne|1686-1725|Auteur|LA FONT|Joseph de|Joseph de||LA FONT||joseph de la font|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003159&ref=BIB00036570&p=1
3191|Personne|1668-1704|Auteur|DUCHE DE VANCY|Joseph-François|Joseph-François||DUCHE DE VANCY||joseph-françois duche de vancy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003191&ref=BIB00036570&p=1
3199|Personne|1685-1770|Auteur|HENAULT|Charles-Jean-François|Charles-Jean-François||HENAULT||charles-jean-françois henault|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003199&ref=BIB00036570&p=1
3224|Personne|1682?-1733|Auteur|CAUX DE MONTLEBERT|Gilles de|Gilles de||CAUX DE MONTLEBERT||gilles de caux de montlebert|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003224&ref=BIB00036570&p=1
3259|Personne|1694-1758|Auteur|BOISSY|Louis de|Louis de||BOISSY||louis de boissy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003259&ref=BIB00036570&p=1
3272|Personne|1710-1784|Auteur|GRANDVAL|Jean-Baptiste Charles-François-Nicolas|Jean-Baptiste Charles-François-Nicolas|Racot de|GRANDVAL||jean-baptiste charles-françois-nicolas grandval|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003272&ref=BIB00036570&p=1
3322|Personne|1682-1743|Auteur|POISSON|Philippe|Philippe||POISSON||philippe poisson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003322&ref=BIB00036570&p=1
3360|Personne|1697-1774|Auteur|PONT-DE-VESLE|Antoine de|Antoine de|Comte de|PONT-DE-VESLE||antoine de pont-de-vesle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003360&ref=BIB00036570&p=1
3368|Personne|1692-1754|Auteur|LA CHAUSSEE|Pierre-Claude Nivelle de|Pierre-Claude Nivelle de||LA CHAUSSEE||pierre-claude nivelle de la chaussee|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003368&ref=BIB00036570&p=1
3377|Personne|1709-1784|Auteur|LE FRANC DE POMPIGNAN|Jean-Jacques|Jean-Jacques||LE FRANC DE POMPIGNAN||jean-jacques le franc de pompignan|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003377&ref=BIB00036570&p=1
3416|Personne|1676-1755|Auteur|GUYOT DE MERVILLE|Michel|Michel||GUYOT DE MERVILLE||michel guyot de merville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003416&ref=BIB00036570&p=1
3427|Personne|1702-1755|Auteur|FAGAN DE LUGNY|Christophe-Barthélemy|Christophe-Barthélemy||FAGAN DE LUGNY||christophe-barthélemy fagan de lugny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003427&ref=BIB00036570&p=1
3481|Personne|1706-1781|Auteur|SAURIN|Bernard-Joseph|Bernard-Joseph||SAURIN||bernard-joseph saurin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003481&ref=BIB00036570&p=1
3521|Personne|1707-1793|Auteur|LA PLACE|Pierre-Antoine de|Pierre-Antoine de||LA PLACE||pierre-antoine de la place|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003521&ref=BIB00036570&p=1
3577|Personne|1732-1821|Auteur|PORTELANCE|Michel|Michel||PORTELANCE|François de|michel portelance|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003577&ref=BIB00036570&p=1
3621|Personne|1723-1760|Auteur|GUYMOND DE LA TOUCHE|Claude|Claude||GUYMOND DE LA TOUCHE||claude guymond de la touche|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003621&ref=BIB00036570&p=1
3623|Personne|1735-1769|Auteur|POINSINET|Antoine-Alexandre-Henri|Antoine-Alexandre-Henri|dit le jeune|POINSINET||antoine-alexandre-henri poinsinet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003623&ref=BIB00036570&p=1
3626|Personne|1732-1776|Auteur|COLARDEAU|Charles-Pierre|Charles-Pierre||COLARDEAU||charles-pierre colardeau|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003626&ref=BIB00036570&p=1
3634|Personne|1723-1793|Auteur|LE MIERRE|Antoine-Marin|Antoine-Marin||LE MIERRE||antoine-marin le mierre|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003634&ref=BIB00036570&p=1
3639|Personne|1727-1775|Auteur|BELLOY|Pierre-Laurent Buirette de|Pierre-Laurent Buirette de||BELLOY||pierre-laurent buirette de belloy|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003639&ref=BIB00036570&p=1
3685|Personne|1710-1792|Auteur|FAVART|Charles-Simon|Charles-Simon||FAVART||charles-simon favart|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003685&ref=BIB00036570&p=1
3697|Personne|1739-1803|Auteur|LA HARPE|Jean-François de|Jean-François de||LA HARPE||jean-françois de la harpe|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003697&ref=BIB00036570&p=1
3701|Personne|1736/1785-06-17|Auteur|BARTHE|Nicolas-Thomas|Nicolas-Thomas||BARTHE||nicolas-thomas barthe|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003701&ref=BIB00036570&p=1
3719|Personne|1719-1797|Auteur|SEDAINE|Michel-Jean|Michel-Jean||SEDAINE||michel-jean sedaine|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003719&ref=BIB00036570&p=1
3721|Personne|1733-1825|Auteur|DESFONTAINES DE LA VALLEE|Guillaume-François Fouques Deshayes|Guillaume-François Fouques Deshayes||DESFONTAINES DE LA VALLEE||guillaume-françois fouques deshayes desfontaines de la vallee|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003721&ref=BIB00036570&p=1
3731|Personne|1733-1816|Auteur|Ducis|Jean-François|Jean-François||Ducis||jean-françois ducis|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003731&ref=BIB00036570&p=1
3827|Personne|1742-12-25 / 1812-02-03|Auteur|Clément|Jean-Marie-Bernard|Jean-Marie-Bernard||Clément||jean-marie-bernard clément|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003827&ref=BIB00036570&p=1
3836|Personne|1742-03-30/1812-01-05|Auteur|DORVIGNY|Louis-François Archambault|Louis-François Archambault||DORVIGNY||louis-françois archambault dorvigny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003836&ref=BIB00036570&p=1
3927|Personne|1755-05-30 / 1806-02-24|Auteur|Collin-Harleville|Jean-François|Jean-François||Collin-Harleville||jean-françois collin-harleville|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00003927&ref=BIB00036570&p=1
4036|Personne|1769-1828|Auteur|PICARD|Louis-Benoît|Louis-Benoît||PICARD||louis-benoît picard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004036&ref=BIB00036570&p=1
4051|Personne|1764-1833|Administrateur|Mahérault|Jean-François-René|Jean-François-René||Mahérault||jean-françois-rené mahérault|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004051&ref=BIB00036570&p=1
4054|Personne|1767-04-06/1842-01-10|Auteur|Duval|Alexandre-Vincent|Alexandre-Vincent|Pineu, dit|Duval|Alexandre-Vincent|alexandre-vincent duval|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004054&ref=BIB00036570&p=1
4061|Personne|1750 / 1817-04-21(ou 22?)|Auteur|MARSOLLIER des VIVETIERES|Benoît-Joseph|Benoît-Joseph||MARSOLLIER des VIVETIERES||benoît-joseph marsollier des vivetieres|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004061&ref=BIB00036570&p=1
4063|Personne|1759-1833|Auteur|ANDRIEUX|François-Guillaume-Jean-Stanislas|François-Guillaume-Jean-Stanislas||ANDRIEUX||françois-guillaume-jean-stanislas andrieux|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004063&ref=BIB00036570&p=1
4070|Personne|1770-10-04 / 1840-12-11|Auteur|JAUFFRET|Louis-François|Louis-François||JAUFFRET||louis-françois jauffret|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004070&ref=BIB00036570&p=1
4071|Personne|1732-1801|Auteur|PATRAT|Joseph|Joseph||PATRAT||joseph patrat|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004071&ref=BIB00036570&p=1
4072|Personne|1761-05-03 /1819-03-23|Auteur|KOTZEBUE|August von|August von||KOTZEBUE||august von kotzebue|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004072&ref=BIB00036570&p=1
4074|Personne|1767-1834|Auteur|CANDEILLE|Julie|Julie||CANDEILLE|Amélie-Julie|julie candeille|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004074&ref=BIB00036570&p=1
4100|Personne|1768-1845|Auteur|PIPELET|Constance-Marie|Constance-Marie|de Théis, dame Pipelet, puis Princesse de Salm-Dick|PIPELET||constance-marie pipelet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004100&ref=BIB00036570&p=1
4167|Personne|1762-1821|Auteur|PUJOULX|Jean-Baptiste|Jean-Baptiste||PUJOULX||jean-baptiste pujoulx|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004167&ref=BIB00036570&p=1
4209|Personne|1777-01-05 /1845-03-13|Auteur|ETIENNE|Charles-Guillaume|Charles-Guillaume||ETIENNE||charles-guillaume etienne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004209&ref=BIB00036570&p=1
4224|Personne|1771-1845|Auteur|DUMOLARD|Henri-François-Elisabeth-Etienne Orcel|Henri-François-Elisabeth-Etienne Orcel||DUMOLARD||henri-françois-elisabeth-etienne orcel dumolard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004224&ref=BIB00036570&p=1
4245|Personne|1772-11-17/1827-08-09|Auteur|DESAUGIERS|Marc-Antoine-Madeleine|Marc-Antoine-Madeleine||DESAUGIERS|Jérôme|marc-antoine-madeleine desaugiers|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004245&ref=BIB00036570&p=1
4276|Personne|1769-1846|Auteur|GENTIL DE CHAVAGNAC|Michel-Joseph|Michel-Joseph||GENTIL DE CHAVAGNAC||michel-joseph gentil de chavagnac|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004276&ref=BIB00036570&p=1
4288|Personne|1787-1841|Auteur|Théaulon de Lambert|Emmanuel|Emmanuel||Théaulon de Lambert|Marie-Emmanuel-Guillaume-Marguerite|emmanuel théaulon de lambert|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004288&ref=BIB00036570&p=1
4293|Personne|1778-1862|Auteur|VIEILLARD|Pierre-Ange|Pierre-Ange||VIEILLARD||pierre-ange vieillard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004293&ref=BIB00036570&p=1
4297|Personne|1771-1860|Auteur|Talma|Charlotte|Charlotte|dite Mlle Vanhove, puis Mme Petit-Vanhove, puis Caroline|Talma|Mlle|charlotte talma|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004297&ref=BIB00036570&p=1
4299|Personne|1781-1840|Auteur|Balisson de Rougemont|Michel-Nicolas|Michel-Nicolas||Balisson de Rougemont||michel-nicolas balisson de rougemont|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004299&ref=BIB00036570&p=1
4330|Personne|1794-1854|Auteur|ANCELOT|Jacques-Arsène-François-Polycarpe|Jacques-Arsène-François-Polycarpe||ANCELOT||jacques-arsène-françois-polycarpe ancelot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004330&ref=BIB00036570&p=1
4336|Personne|1782-1868|Décorateur|CICERI|Pierre-Luc-Charles|Pierre-Luc-Charles||CICERI||pierre-luc-charles ciceri|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004336&ref=BIB00036570&p=1
4347|Personne|1771-1837|Auteur|VIAL|Jean-Baptiste-Charles|Jean-Baptiste-Charles||VIAL||jean-baptiste-charles vial|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004347&ref=BIB00036570&p=1
4348|Personne|1764-1828|Administrateur|Chéron|François|François||Chéron||françois chéron|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004348&ref=BIB00036570&p=1
4352|Personne|1797-1868|Auteur|CARMOUCHE|Pierre-Frédéric-Adolphe|Pierre-Frédéric-Adolphe||CARMOUCHE||pierre-frédéric-adolphe carmouche|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004352&ref=BIB00036570&p=1
4377|Personne|1787-1865|Auteur|Mélesville|Anne-Honnoré-Joseph|||Duveyrier|Anne-Honnoré-Joseph|anne-honnoré-joseph duveyrier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004377&ref=BIB00036570&p=1
4379|Personne|1794-1845|Auteur|Edouard|Edouard|||Mennechet|Edouard|edouard mennechet|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004379&ref=BIB00036570&p=1
4385|Personne|1791-1868|Auteur|ARTOIS|Achille d|Achille d||ARTOIS|Achille d|achille d artois|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004385&ref=BIB00036570&p=1
4390|Personne|1793-04-04 / 1843-12-11|Auteur|Delavigne|Casimir|Casimir||Delavigne||casimir delavigne|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004390&ref=BIB00036570&p=1
4397|Personne|1780-1849|Auteur|DUMERSAN|Théophile Marion|Théophile Marion||DUMERSAN||théophile marion dumersan|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004397&ref=BIB00036570&p=1
4406|Personne|1798-1866|Auteur|DUPORT|Paul|Paul||DUPORT||paul duport|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004406&ref=BIB00036570&p=1
4426|Personne|1796-1853|Auteur|BAYARD|Jean-François-Alfred|Jean-François-Alfred||BAYARD||jean-françois-alfred bayard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004426&ref=BIB00036570&p=1
4429|Personne|17..-1845|Auteur|FULGENCE|||J.B. Fulgence de Bury, dit|FULGENCE||fulgence|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004429&ref=BIB00036570&p=1
4455|Personne|1796-1866|Auteur|MAZERES|Edouard-Joseph-Ennemond|Edouard-Joseph-Ennemond||MAZERES||edouard-joseph-ennemond mazeres|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004455&ref=BIB00036570&p=1
4546|Personne|1791-1887|Auteur|DUPIN|Henri|Henri||DUPIN|Jean-Henri|henri dupin|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004546&ref=BIB00036570&p=1
4551|Personne|1793-1862|Auteur|DECOMBEROUSSE|Alexis|Alexis||DECOMBEROUSSE|Alexis-Barbe-Benoît de|alexis decomberousse|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004551&ref=BIB00036570&p=1
4597|Personne|1795-1859|Auteur|DINAUX|Prosper-Parfait Goubaux|Prosper-Parfait Goubaux||DINAUX||prosper-parfait goubaux dinaux|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004597&ref=BIB00036570&p=1
4634|Personne|1787-1824|Auteur|WAFFLARD|Alexis-Jacques-Marie|Alexis-Jacques-Marie||WAFFLARD||alexis-jacques-marie wafflard|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004634&ref=BIB00036570&p=1
4694|Personne|178.?-1866|Auteur|Baudouin dAubigny|Théodore d|Théodore d||Baudouin dAubigny||théodore d baudouin daubigny|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004694&ref=BIB00036570&p=1
4857|Personne|1797-01-21 / 1866-06-17|Auteur|Méry|Joseph|Joseph||Méry||joseph méry|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004857&ref=BIB00036570&p=1
4893|Personne|1799-1852|Administrateur|Houssaye|Arsène|Arsène|Housset, dit|Houssaye|Arsène|arsène houssaye|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00004893&ref=BIB00036570&p=1
5565|Personne|1762-10-30 / 1794-07-25|Auteur|CHENIER|André|André||CHENIER||andré chenier|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00005565&ref=BIB00036570&p=1
6220|Personne|1795-1868|Administrateur|Empis|Adolphe-Dominique-Florent-Joseph|Adolphe-Dominique-Florent-Joseph|Simonis, dit|Empis|Adolphe-Dominique-Florent-Joseph|adolphe-dominique-florent-joseph empis|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00006220&ref=BIB00036570&p=1
7257|Personne|1790 - ?|Comédien|ALPHONSE|Jacques-Jules|Jacques-Jules|Cudot, dit|ALPHONSE||jacques-jules alphonse|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007257&ref=BIB00036570&p=1
7311|Personne|1799-1862|Comédien|BOCAGE|Pierre-François|Pierre-François|Touzé, dit|BOCAGE||pierre-françois bocage|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007311&ref=BIB00036570&p=1
7312|Personne|1792-1839|Comédien|BOISSIERE , Mme Michelot|Jenny|Jenny|Boissière|BOISSIERE , Mme Michelot||jenny boissiere , mme michelot|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007312&ref=BIB00036570&p=1
7343|Personne|1795- ?|Comédien|CAMILLE|Michel Camille|Michel Camille|Gentil, dit|CAMILLE||michel camille camille|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007343&ref=BIB00036570&p=1
7359|Personne|1793-1872|Comédien|CHARTON|Henriette|Henriette||CHARTON||henriette charton|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007359&ref=BIB00036570&p=1
7384|Personne|1790-1857|Comédien|COLSON|Jean-André|Jean-André|Cosson, dit|COLSON||jean-andré colson|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007384&ref=BIB00036570&p=1
7427|Personne|1688-1713|Comédien|DE NESLE|Françoise|Françoise|Quinault, dite Mlle|DE NESLE|Françoise|françoise de nesle|http://www.comedie-francaise.fr/la-grange-autorite.php?id=555&aut=00007427&ref=BIB00036570&p=1
